Date,Dividends
2010-05-24,0.374
2010-10-18,0.232
2011-05-23,0.389
2011-10-24,0.284
2012-05-21,0.363
2012-10-22,0.246
2013-05-20,0.39
2013-10-21,0.271
2014-05-19,0.418
2015-05-15,0.541
2016-05-20,0.569
2016-12-01,1.407
2017-05-19,0.445
2018-01-22,0.203
2018-06-18,0.302
2019-01-18,0.207
2020-01-17,0.211
2020-06-22,0.32
2021-01-15,0.244
2021-06-21,0.363
