,2021-10-29,2021-07-30,2021-04-30,2021-01-29
Investments,15000000.0,11000000.0,20000000.0,33000000.0
Change To Liabilities,47000000.0,-133000000.0,264000000.0,95000000.0
Total Cashflows From Investing Activities,-31000000.0,-54000000.0,341000000.0,1000000.0
Total Cash From Financing Activities,-243000000.0,-218000000.0,-180000000.0,-122000000.0
Change To Operating Activities,36000000.0,-213000000.0,183000000.0,-38000000.0
Net Income,224000000.0,202000000.0,334000000.0,182000000.0
Change In Cash,16000000.0,-35000000.0,721000000.0,278000000.0
Repurchase Of Stock,-131000000.0,-157000000.0,-79000000.0,-54000000.0
Effect Of Exchange Rate,-8000000.0,-5000000.0,1000000.0,26000000.0
Total Cash From Operating Activities,298000000.0,242000000.0,559000000.0,373000000.0
Depreciation,39000000.0,39000000.0,41000000.0,42000000.0
Dividends Paid,-112000000.0,-112000000.0,-106000000.0,-107000000.0
Change To Inventory,-47000000.0,6000000.0,-8000000.0,10000000.0
Change To Account Receivables,5000000.0,287000000.0,-146000000.0,11000000.0
Change To Netincome,44000000.0,55000000.0,-110000000.0,64000000.0
Capital Expenditures,-46000000.0,-51000000.0,-38000000.0,-32000000.0
Issuance Of Stock,,53000000.0,6000000.0,43000000.0
Other Cashflows From Financing Activities,,-2000000.0,-1000000.0,-4000000.0
Other Cashflows From Investing Activities,,,-6000000.0,-6000000.0
