,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,743950000.0,775479000.0,777441000.0,806998000.0
Capital Surplus,2054563000.0,2031726000.0,2003473000.0,1968930000.0
Total Liab,6660132000.0,6660702000.0,6046264000.0,6225539000.0
Total Stockholder Equity,334507000.0,527638000.0,891594000.0,1090428000.0
Other Current Liab,2029052000.0,2152181000.0,2088683000.0,2004098000.0
Total Assets,6994639000.0,7188340000.0,6937858000.0,7315967000.0
Common Stock,82000.0,82000.0,82000.0,82000.0
Other Current Assets,254609000.0,248447000.0,272956000.0,275755000.0
Retained Earnings,2839668000.0,2690803000.0,2419567000.0,2255467000.0
Other Liab,514951000.0,499434000.0,469544000.0,465304000.0
Good Will,2952927000.0,2955466000.0,2943500000.0,2945547000.0
Treasury Stock,-4559806000.0,-4194973000.0,-3531528000.0,-3134051000.0
Other Assets,275577000.0,272875000.0,262655000.0,256316000.0
Cash,765530000.0,796257000.0,445995000.0,712583000.0
Total Current Liabilities,2904544000.0,2909606000.0,2812421000.0,2947494000.0
Short Long Term Debt,33149000.0,36663000.0,55229000.0,55401000.0
Other Stockholder Equity,-83837000.0,-82978000.0,-93178000.0,-99228000.0
Property Plant Equipment,913337000.0,927354000.0,956406000.0,984048000.0
Total Current Assets,2108848000.0,2257166000.0,1997856000.0,2323058000.0
Net Tangible Assets,-3362370000.0,-3203307000.0,-2829347000.0,-2662117000.0
Net Receivables,994284000.0,1125199000.0,1195309000.0,1255948000.0
Long Term Debt,2500549000.0,2506554000.0,1999174000.0,2032575000.0
Accounts Payable,755689000.0,634381000.0,583359000.0,38588000.0
Deferred Long Term Asset Charges,,,,103559000.0
