,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,95144000000,62994000000,18531000000,396000000,10034000000,9398000000
1,2021,1,96218000000,61195000000,21428000000,406000000,16995000000,13710000000
2,2021,2,96242000000,60191000000,21579000000,491000000,15101000000,14476000000
3,2021,3,96698000000,60566000000,21726000000,484000000,16664000000,16030000000
