,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-327000000.0,-300000000.0,278000000.0,278000000.0
Change To Liabilities,130000000.0,746000000.0,611000000.0,0.0
Total Cashflows From Investing Activities,-767000000.0,-755000000.0,-13000000.0,-13000000.0
Net Borrowings,-1120000000.0,-1141000000.0,-182000000.0,-182000000.0
Total Cash From Financing Activities,-2474000000.0,-1905000000.0,-595000000.0,-595000000.0
Change To Operating Activities,256000000.0,291000000.0,-295000000.0,-295000000.0
Issuance Of Stock,12000000.0,73000000.0,127000000.0,127000000.0
Net Income,1683000000.0,1901000000.0,991000000.0,1236000000.0
Change In Cash,-630000000.0,-620000000.0,-947000000.0,-947000000.0
Repurchase Of Stock,-400000000.0,-201000000.0,-10000000.0,-10000000.0
Effect Of Exchange Rate,-45000000.0,36000000.0,-48000000.0,-48000000.0
Total Cash From Operating Activities,2721000000.0,2004000000.0,-291000000.0,-291000000.0
Depreciation,703000000.0,722000000.0,695000000.0,695000000.0
Other Cashflows From Investing Activities,-10000000.0,-10000000.0,-10000000.0,-10000000.0
Dividends Paid,-518000000.0,-522000000.0,-521000000.0,-521000000.0
Change To Inventory,-224000000.0,-800000000.0,-478000000.0,-478000000.0
Change To Account Receivables,-319000000.0,-1037000000.0,-866000000.0,-866000000.0
Other Cashflows From Financing Activities,-448000000.0,-114000000.0,-9000000.0,-9000000.0
Change To Netincome,470000000.0,158000000.0,-971000000.0,-971000000.0
Capital Expenditures,-435000000.0,-456000000.0,-300000000.0,-300000000.0
