,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,10188000000000.0,10216000000000.0,10143000000000.0,10199000000000.0
Capital Surplus,1139000000000.0,1139000000000.0,1139000000000.0,1139000000000.0
Total Liab,152663000000000.0,150202000000000.0,149644000000000.0,142749000000000.0
Total Stockholder Equity,166540000000000.0,162437000000000.0,160760000000000.0,155662000000000.0
Minority Interest,43016000000000.0,41834000000000.0,41574000000000.0,39792000000000.0
Other Current Liab,25025000000000.0,21575000000000.0,20920000000000.0,20664000000000.0
Total Assets,362219000000000.0,354473000000000.0,351978000000000.0,338203000000000.0
Common Stock,2024000000000.0,2024000000000.0,2024000000000.0,2024000000000.0
Other Current Assets,6997000000000.0,6682000000000.0,6933000000000.0,6607000000000.0
Retained Earnings,158619000000000.0,154323000000000.0,152743000000000.0,149068000000000.0
Other Liab,14138000000000.0,14012000000000.0,13867000000000.0,14668000000000.0
Good Will,4856000000000.0,4888000000000.0,4924000000000.0,4844000000000.0
Treasury Stock,4758000000000.0,4951000000000.0,4854000000000.0,3431000000000.0
Other Assets,33182000000000.0,33732000000000.0,34642000000000.0,33685000000000.0
Cash,60538000000000.0,58165000000000.0,56575000000000.0,47553000000000.0
Total Current Liabilities,100711000000000.0,98433000000000.0,99194000000000.0,85736000000000.0
Deferred Long Term Asset Charges,4914000000000.0,4838000000000.0,4928000000000.0,4799000000000.0
Short Long Term Debt,29144000000000.0,32532000000000.0,36912000000000.0,29760000000000.0
Other Stockholder Equity,4758000000000.0,4951000000000.0,4854000000000.0,3431000000000.0
Property Plant Equipment,75248000000000.0,76694000000000.0,78246000000000.0,79196000000000.0
Total Current Assets,156627000000000.0,148549000000000.0,145629000000000.0,132308000000000.0
Long Term Investments,48344000000000.0,46610000000000.0,45120000000000.0,45356000000000.0
Net Tangible Assets,151496000000000.0,147333000000000.0,145693000000000.0,140619000000000.0
Net Receivables,28668000000000.0,25106000000000.0,25926000000000.0,21878000000000.0
Long Term Debt,37090000000000.0,36962000000000.0,35695000000000.0,41583000000000.0
Inventory,19474000000000.0,17596000000000.0,17119000000000.0,17929000000000.0
Accounts Payable,22288000000000.0,20647000000000.0,19969000000000.0,16529000000000.0
Short Term Investments,,1154000000000.0,822000000000.0,
