,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,15920089000,8575517000,538405000,164118000,431697000,285303000
1,2021,1,15193926000,7877244000,538886000,164118000,455276000,309488000
2,2021,2,14332370000,6898641000,538955000,161971000,476238000,199958000
3,2021,3,14743502000,7405114000,539066000,161995000,481465000,426754000
