,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,1123000000.0,655000000.0,584000000.0,-79000000.0
Total Cashflows From Investing Activities,-259000000.0,-207000000.0,-147000000.0,-197000000.0
Net Borrowings,-81000000.0,-4000000.0,-40000000.0,-4000000.0
Total Cash From Financing Activities,-589000000.0,-1336000000.0,-202000000.0,-165000000.0
Net Income,908000000.0,366000000.0,392000000.0,-1146000000.0
Change In Cash,1099000000.0,-691000000.0,696000000.0,-46000000.0
Repurchase Of Stock,-313000000.0,-1171000000.0,-1171000000.0,-1171000000.0
Total Cash From Operating Activities,1947000000.0,852000000.0,1045000000.0,316000000.0
Depreciation,488000000.0,450000000.0,494000000.0,1998000000.0
Dividends Paid,-195000000.0,-161000000.0,-162000000.0,-161000000.0
Change To Inventory,-199000000.0,58000000.0,-159000000.0,18000000.0
Change To Account Receivables,-708000000.0,-775000000.0,-469000000.0,-187000000.0
Change To Netincome,108000000.0,77000000.0,182000000.0,-288000000.0
Capital Expenditures,-276000000.0,-241000000.0,-167000000.0,-211000000.0
