,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,2156008000.0,1969793000.0,1820146000.0,1710655000.0
Total Liab,10341981000.0,10111262000.0,9412557000.0,9722555000.0
Total Stockholder Equity,13335093000.0,11839532000.0,11534872000.0,10985483000.0
Minority Interest,34020000.0,34147000.0,32141000.0,32247000.0
Deferred Long Term Liab,5137000.0,5993000.0,6849000.0,7705000.0
Other Current Liab,140329000.0,122727000.0,108935000.0,103558000.0
Total Assets,23711094000.0,21984941000.0,20979570000.0,20740285000.0
Common Stock,17449122000.0,15827231000.0,15371016000.0,14700050000.0
Other Current Assets,120498000.0,125739000.0,67469000.0,58002000.0
Other Liab,520007000.0,487323000.0,472946000.0,457246000.0
Good Will,13947000.0,14017000.0,14114000.0,14180000.0
Treasury Stock,-4114029000.0,-3987699000.0,-3836144000.0,-3714567000.0
Other Assets,18260000.0,12392000.0,9108000.0,9456000.0
Cash,516983000.0,231164000.0,183984000.0,824476000.0
Total Current Liabilities,706960000.0,927109000.0,922799000.0,313171000.0
Short Long Term Debt,900000.0,,26100000.0,44200000.0
Other Stockholder Equity,-4114029000.0,-3987699000.0,-3836144000.0,-3714567000.0
Property Plant Equipment,20324587000.0,19120244000.0,18410404000.0,17705384000.0
Total Current Assets,1198292000.0,868495000.0,725798000.0,1300610000.0
Net Tangible Assets,11165138000.0,9855722000.0,9700612000.0,9260648000.0
Net Receivables,560811000.0,511592000.0,474345000.0,418132000.0
Long Term Debt,8893678000.0,8579594000.0,7898526000.0,8846623000.0
Accounts Payable,53985000.0,38808000.0,27702000.0,34360000.0
