,2021-07-03,2021-04-03,2020-12-26,2020-09-26
Change To Liabilities,70197000.0,26802000.0,-42715000.0,95787000.0
Total Cashflows From Investing Activities,508828000.0,-2078921000.0,140681000.0,-172223000.0
Net Borrowings,-3226000.0,-289202000.0,286117000.0,-6565000.0
Total Cash From Financing Activities,-174447000.0,-472511000.0,147931000.0,-185203000.0
Change To Operating Activities,-313477000.0,-274265000.0,-49882000.0,167607000.0
Issuance Of Stock,20910000.0,8571000.0,53088000.0,8413000.0
Net Income,324245000.0,89520000.0,347240000.0,256722000.0
Change In Cash,425392000.0,-2423379000.0,1368455000.0,-283638000.0
Effect Of Exchange Rate,10003000.0,-43116000.0,20595000.0,-12208000.0
Total Cash From Operating Activities,81008000.0,171169000.0,1059248000.0,85996000.0
Depreciation,66619000.0,63328000.0,62298000.0,69163000.0
Other Cashflows From Investing Activities,6523000.0,20000.0,-5755000.0,-4045000.0
Dividends Paid,-192131000.0,-191880000.0,-191266000.0,-186892000.0
Change To Inventory,-150966000.0,47602000.0,382228000.0,-15386000.0
Change To Account Receivables,167798000.0,117306000.0,228601000.0,-648190000.0
Change To Netincome,-217523000.0,118227000.0,108943000.0,135935000.0
Capital Expenditures,-93218000.0,-46212000.0,-39945000.0,-43310000.0
Investments,,,200000000.0,-100000000.0
Other Cashflows From Financing Activities,,,-8000.0,-159000.0
