,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-7100000.0,-543100000.0,-178400000.0,-137900000.0
Total Cash From Financing Activities,-47300000.0,-44900000.0,-41900000.0,-39700000.0
Change To Operating Activities,9600000.0,-15500000.0,-4500000.0,8400000.0
Net Income,166000000.0,175300000.0,171500000.0,176700000.0
Change In Cash,149000000.0,-340800000.0,4300000.0,67400000.0
Effect Of Exchange Rate,-3500000.0,2000000.0,300000.0,-1300000.0
Total Cash From Operating Activities,206900000.0,245200000.0,224300000.0,246300000.0
Depreciation,73000000.0,84700000.0,71200000.0,57900000.0
Dividends Paid,-46400000.0,-45200000.0,-41800000.0,-39800000.0
Change To Account Receivables,-32100000.0,-13400000.0,-8900000.0,100000.0
Other Cashflows From Financing Activities,-900000.0,-900000.0,-100000.0,-100000.0
Change To Netincome,-9600000.0,14100000.0,-5000000.0,3200000.0
Capital Expenditures,-7100000.0,-543600000.0,-190600000.0,-138100000.0
Investments,,500000.0,12200000.0,200000.0
Issuance Of Stock,,300000.0,300000.0,100000.0
