,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,2607912000,1952269000,618000,0,220947000,196580000
1,2021,1,3406773000,2661297000,618000,0,272198000,207582000
2,2021,2,3233087000,2440831000,621000,0,242146000,189868000
3,2021,3,4218038000,3392697000,622000,0,256194000,225815000
