,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,2349000000.0,2314564000.0,2272006000.0,2214426000.0
Total Liab,2771843000.0,2812148000.0,2774301000.0,2674067000.0
Total Stockholder Equity,3017051000.0,3042288000.0,3046507000.0,3103074000.0
Total Assets,5788894000.0,5854436000.0,5820808000.0,5777141000.0
Common Stock,206000.0,206000.0,206000.0,206000.0
Other Current Assets,41820000.0,42543000.0,36193000.0,29181000.0
Retained Earnings,9713258000.0,9381177000.0,9059882000.0,8811120000.0
Other Liab,381594000.0,365443000.0,314453000.0,240758000.0
Good Will,41580000.0,41580000.0,41580000.0,41580000.0
Treasury Stock,-9045413000.0,-8653659000.0,-8285587000.0,-7922678000.0
Other Assets,619441000.0,593096000.0,564609000.0,544658000.0
Cash,2681381000.0,2597838000.0,2753396000.0,2714720000.0
Total Current Liabilities,780434000.0,834415000.0,857132000.0,808329000.0
Property Plant Equipment,115858000.0,116119000.0,106490000.0,110896000.0
Total Current Assets,4953897000.0,5047491000.0,5045107000.0,5020180000.0
Long Term Investments,20800000.0,21700000.0,25900000.0,23600000.0
Net Tangible Assets,2968124000.0,2993361000.0,2997580000.0,3054147000.0
Net Receivables,46825000.0,49884000.0,22059000.0,40799000.0
Long Term Debt,1516544000.0,1516830000.0,1517114000.0,1517395000.0
Inventory,1863525000.0,1973373000.0,1829792000.0,1709082000.0
Accounts Payable,329863000.0,380957000.0,360881000.0,339867000.0
Other Current Liab,,,,15304000.0
Deferred Long Term Asset Charges,,,,132980000.0
