,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,44201545000,16714501000,0,58191000,1930193000,1747549000
1,2021,1,44257728000,17415537000,0,57574000,1990007000,1793326000
2,2021,2,45149673000,18299533000,0,57301000,2137437000,1873847000
3,2021,3,45754475000,19400126000,0,73328000,2202337000,1905601000
