,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,7521096000,3038529000,3732000,55184000,1395025000,1253520000
1,2021,1,7908410000,3595973000,3740000,67477000,1387778000,1215526000
2,2021,2,7721102000,3694618000,3769000,67783000,1456755000,1424048000
3,2021,3,7543160000,3703257000,3785000,66794000,1467976000,1292181000
