,2021-11-06,2021-08-14,2021-05-14,2021-01-30
Intangible Assets,954000000.0,966000000.0,978000000.0,997000000.0
Capital Surplus,3590000000.0,3527000000.0,3505000000.0,3461000000.0
Total Liab,40338000000.0,39203000000.0,39582000000.0,39112000000.0
Total Stockholder Equity,9519000000.0,9278000000.0,9249000000.0,9576000000.0
Minority Interest,-28000000.0,-20000000.0,-20000000.0,-26000000.0
Other Current Liab,5771000000.0,5366000000.0,5236000000.0,5441000000.0
Total Assets,49829000000.0,48461000000.0,48811000000.0,48662000000.0
Common Stock,1918000000.0,1918000000.0,1918000000.0,1918000000.0
Other Current Assets,1140000000.0,1055000000.0,1011000000.0,1367000000.0
Retained Earnings,23658000000.0,23334000000.0,23021000000.0,23018000000.0
Other Liab,4524000000.0,4584000000.0,5013000000.0,4737000000.0
Good Will,3076000000.0,3076000000.0,3076000000.0,3076000000.0
Treasury Stock,-19647000000.0,-19501000000.0,-19195000000.0,-18821000000.0
Other Assets,1122000000.0,980000000.0,1163000000.0,656000000.0
Cash,2288000000.0,2225000000.0,2309000000.0,1687000000.0
Total Current Liabilities,16798000000.0,15603000000.0,15210000000.0,15366000000.0
Short Long Term Debt,946000000.0,1448000000.0,1049000000.0,844000000.0
Other Stockholder Equity,-491000000.0,-625000000.0,-627000000.0,-630000000.0
Property Plant Equipment,29971000000.0,29690000000.0,29720000000.0,29182000000.0
Total Current Assets,13380000000.0,12332000000.0,12545000000.0,12503000000.0
Long Term Investments,1326000000.0,1417000000.0,1329000000.0,2248000000.0
Net Tangible Assets,5489000000.0,5236000000.0,5195000000.0,5503000000.0
Net Receivables,1914000000.0,1961000000.0,1936000000.0,1781000000.0
Long Term Debt,11292000000.0,11270000000.0,11674000000.0,11566000000.0
Inventory,7520000000.0,6541000000.0,6767000000.0,7063000000.0
Accounts Payable,7879000000.0,6772000000.0,7015000000.0,6679000000.0
Deferred Long Term Liab,,,,79000000.0
