,2021-10-01,2021-07-02,2021-04-02,2021-01-01
Investments,-15000000.0,-1000000.0,1000000.0,6000000.0
Change To Liabilities,-61000000.0,151000000.0,-206000000.0,-39000000.0
Total Cashflows From Investing Activities,-312000000.0,-203000000.0,-126000000.0,-270000000.0
Net Borrowings,-213000000.0,-213000000.0,-212000000.0,-248000000.0
Total Cash From Financing Activities,-289000000.0,-155000000.0,-212000000.0,-197000000.0
Change To Operating Activities,-264000000.0,353000000.0,71000000.0,-40000000.0
Issuance Of Stock,2000000.0,63000000.0,8000000.0,62000000.0
Net Income,610000000.0,622000000.0,197000000.0,62000000.0
Change In Cash,-80000000.0,636000000.0,-222000000.0,-39000000.0
Repurchase Of Stock,-78000000.0,-5000000.0,-8000000.0,-2000000.0
Total Cash From Operating Activities,521000000.0,994000000.0,116000000.0,425000000.0
Depreciation,250000000.0,251000000.0,251000000.0,336000000.0
Other Cashflows From Investing Activities,-52000000.0,102000000.0,35000000.0,-69000000.0
Change To Inventory,73000000.0,67000000.0,-108000000.0,-220000000.0
Change To Account Receivables,-188000000.0,-353000000.0,-72000000.0,264000000.0
Change To Netincome,91000000.0,-107000000.0,-27000000.0,52000000.0
Capital Expenditures,-245000000.0,-326000000.0,-244000000.0,-239000000.0
Effect Of Exchange Rate,,,,3000000.0
Other Cashflows From Financing Activities,,,,-9000000.0
