,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,2436634323.0,2474905093.0,2486625819.0,2503842988.0
Capital Surplus,3866902872.0,3838740408.0,3731131265.0,3675291623.0
Total Liab,21114743591.0,22280444834.0,20500511365.0,20146133669.0
Total Stockholder Equity,23406401275.0,22183211588.0,21699240410.0,20621960515.0
Minority Interest,807433645.0,773254511.0,778637413.0,746091651.0
Deferred Long Term Liab,111948887.0,94480821.0,92965164.0,86258334.0
Other Current Liab,10239194226.0,9328222113.0,10439162561.0,9296831342.0
Total Assets,45328578511.0,45236910933.0,42978389188.0,41514185835.0
Common Stock,1364476795.0,1364476795.0,1364182795.0,1364182795.0
Other Current Assets,6886555343.0,550675272.0,2879545797.0,724970135.0
Retained Earnings,18209009219.0,17274077169.0,16903924724.0,15881913436.0
Other Liab,4380667511.0,4352567939.0,4427745508.0,4520348202.0
Good Will,1307103982.0,1307103982.0,1307103982.0,1307103982.0
Treasury Stock,-33987611.0,-294082784.0,-299998374.0,-299427339.0
Other Assets,2222819979.0,2228927573.0,2111488745.0,1890546709.0
Cash,9471202161.0,9322353390.0,12349342382.0,18477211718.0
Total Current Liabilities,16618159590.0,17816341837.0,15959718024.0,15509945598.0
Deferred Long Term Asset Charges,1953673087.0,2009158442.0,1892651888.0,1718307625.0
Short Long Term Debt,47288693.0,,42791162.0,215720.0
Other Stockholder Equity,241694809.0,-18400364.0,-20422374.0,-19851339.0
Property Plant Equipment,10980100002.0,11006190593.0,10786801811.0,10809638641.0
Total Current Assets,27997626869.0,27845510058.0,25900736976.0,24628119678.0
Long Term Investments,384293356.0,374273634.0,385631855.0,374933837.0
Net Tangible Assets,19662662970.0,18401202513.0,17905510609.0,16811013545.0
Net Receivables,270278210.0,387158101.0,261866792.0,256041464.0
Inventory,1853085937.0,2213640971.0,2478147772.0,3281033526.0
Accounts Payable,3168427358.0,3472665419.0,2968552034.0,2303984756.0
Short Term Investments,,6194315762.0,,
