,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,18882000000.0,20086000000.0,20279000000.0,20710000000.0
Capital Surplus,25680000000.0,25644000000.0,25579000000.0,25584000000.0
Total Liab,870023000000.0,862777000000.0,848504000000.0,872512000000.0
Total Stockholder Equity,61887000000.0,63048000000.0,58036000000.0,67425000000.0
Minority Interest,672000000.0,636000000.0,740000000.0,785000000.0
Other Current Liab,163011000000.0,28021000000.0,24396000000.0,12814000000.0
Total Assets,932582000000.0,926461000000.0,907280000000.0,940722000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,148984000000.0,5937000000.0,4984000000.0,12616000000.0
Retained Earnings,35887000000.0,34808000000.0,33110000000.0,30749000000.0
Other Liab,664405000000.0,791350000000.0,782001000000.0,790752000000.0
Treasury Stock,314000000.0,2590000000.0,-659000000.0,11086000000.0
Other Assets,332549000000.0,439482000000.0,426379000000.0,415818000000.0
Cash,15605000000.0,15145000000.0,16099000000.0,13701000000.0
Total Current Liabilities,186649000000.0,51473000000.0,46488000000.0,61382000000.0
Short Long Term Debt,530000000.0,534000000.0,462000000.0,527000000.0
Other Stockholder Equity,21836000000.0,23277000000.0,19219000000.0,30738000000.0
Total Current Assets,178935000000.0,34492000000.0,33018000000.0,38689000000.0
Long Term Investments,402216000000.0,432401000000.0,427604000000.0,462004000000.0
Net Tangible Assets,61887000000.0,63048000000.0,58036000000.0,64117000000.0
Short Term Investments,4798000000.0,6843000000.0,5733000000.0,8458000000.0
Long Term Debt,18969000000.0,19954000000.0,20015000000.0,20023000000.0
Accounts Payable,8448000000.0,8555000000.0,7168000000.0,33094000000.0
Deferred Long Term Liab,,,,820000000.0
Good Will,,,,3035000000.0
Property Plant Equipment,,,,466000000.0
