,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,7648000000000.0,6824000000000.0,6780000000000.0,6627000000000.0
Capital Surplus,2711000000000.0,2711000000000.0,2711000000000.0,2711000000000.0
Total Liab,153870000000000.0,129950000000000.0,126054000000000.0,115330000000000.0
Total Stockholder Equity,98408000000000.0,108633000000000.0,102527000000000.0,101717000000000.0
Minority Interest,11699000000000.0,19265000000000.0,18362000000000.0,16172000000000.0
Deferred Long Term Liab,2001000000000.0,2153000000000.0,1752000000000.0,1867000000000.0
Other Current Liab,39968000000000.0,24407000000000.0,24941000000000.0,23460000000000.0
Total Assets,263977000000000.0,257848000000000.0,246943000000000.0,233219000000000.0
Common Stock,4953000000000.0,4953000000000.0,4953000000000.0,4953000000000.0
Other Current Assets,5338000000000.0,5143000000000.0,5266000000000.0,4940000000000.0
Retained Earnings,90297000000000.0,100502000000000.0,94489000000000.0,93512000000000.0
Other Liab,16474000000000.0,16408000000000.0,16179000000000.0,11800000000000.0
Good Will,1304000000000.0,1291000000000.0,1303000000000.0,1375000000000.0
Treasury Stock,447000000000.0,467000000000.0,374000000000.0,541000000000.0
Other Assets,8204000000000.0,9912000000000.0,8631000000000.0,7936000000000.0
Cash,36613000000000.0,31729000000000.0,20589000000000.0,17420000000000.0
Total Current Liabilities,91091000000000.0,72557000000000.0,69093000000000.0,63486000000000.0
Deferred Long Term Asset Charges,3467000000000.0,3533000000000.0,3578000000000.0,2975000000000.0
Short Long Term Debt,9938000000000.0,8381000000000.0,9350000000000.0,6812000000000.0
Other Stockholder Equity,447000000000.0,467000000000.0,374000000000.0,541000000000.0
Property Plant Equipment,176841000000000.0,177275000000000.0,179489000000000.0,174401000000000.0
Total Current Assets,59961000000000.0,58063000000000.0,46503000000000.0,40677000000000.0
Long Term Investments,10019000000000.0,4483000000000.0,4237000000000.0,2203000000000.0
Net Tangible Assets,89456000000000.0,100518000000000.0,94444000000000.0,93715000000000.0
Short Term Investments,381000000000.0,1183000000000.0,1229000000000.0,354000000000.0
Net Receivables,13169000000000.0,14501000000000.0,13443000000000.0,14584000000000.0
Long Term Debt,38448000000000.0,33418000000000.0,30561000000000.0,31883000000000.0
Inventory,985000000000.0,901000000000.0,983000000000.0,1026000000000.0
Accounts Payable,2128000000000.0,3074000000000.0,3164000000000.0,1634000000000.0
