,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-4396000000000.0,-241000000000.0,-3449000000000.0,279000000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-12293000000000.0,-6763000000000.0,-15966000000000.0,-3353000000000.0
Net Borrowings,11262000000000.0,1767000000000.0,1490000000000.0,-3127000000000.0
Total Cash From Financing Activities,1520000000000.0,367000000000.0,1437000000000.0,-20886000000000.0
Net Income,6437000000000.0,6014000000000.0,4125000000000.0,5690000000000.0
Change In Cash,4884000000000.0,11140000000000.0,3169000000000.0,-10818000000000.0
Effect Of Exchange Rate,5000000000.0,103000000000.0,-169000000000.0,142000000000.0
Total Cash From Operating Activities,15652000000000.0,17433000000000.0,17867000000000.0,13279000000000.0
Depreciation,7004000000000.0,6885000000000.0,7404000000000.0,6513000000000.0
Other Cashflows From Investing Activities,65000000000.0,-89000000000.0,32000000000.0,117000000000.0
Other Cashflows From Financing Activities,-9742000000000.0,-1400000000000.0,-53000000000.0,-2497000000000.0
Change To Netincome,1803000000000.0,4133000000000.0,5992000000000.0,667000000000.0
Capital Expenditures,-7608000000000.0,-5974000000000.0,-12022000000000.0,-3290000000000.0
Dividends Paid,,,-270000000.0,-11197000000000.0
