,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,719000000.0,526000000.0,2587000000.0,6022000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1510000000.0,-1247000000.0,6188000000.0,3696000000.0
Net Borrowings,-834000000.0,-1632000000.0,-170000000.0,-558000000.0
Total Cash From Financing Activities,-3731000000.0,-4607000000.0,-611000000.0,-1829000000.0
Change To Operating Activities,127000000.0,-11000000.0,-30000000.0,200000000.0
Issuance Of Stock,2000000.0,3000000.0,2000000.0,3000000.0
Net Income,1091000000.0,1698000000.0,1593000000.0,799000000.0
Change In Cash,-3620000000.0,-4306000000.0,7085000000.0,3500000000.0
Repurchase Of Stock,-815000000.0,-553000000.0,-119000000.0,-5000000.0
Total Cash From Operating Activities,1621000000.0,1548000000.0,1508000000.0,1633000000.0
Depreciation,139000000.0,129000000.0,119000000.0,23000000.0
Other Cashflows From Financing Activities,-2084000000.0,-2425000000.0,-165000000.0,-1117000000.0
Change To Netincome,264000000.0,-268000000.0,-174000000.0,511000000.0
Capital Expenditures,-49000000.0,-56000000.0,-41000000.0,-55000000.0
Dividends Paid,,,-159000000.0,-152000000.0
