,division_code,division_name,major_group_code,major_group_name,industry_group_code,industry_group_name
537,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3559,"Special Industry Machinery, Not Elsewhere Classified"
538,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3560,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT
539,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3561,Pumps and Pumping Equipment
540,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3562,Ball and Roller Bearings
541,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3563,Air and Gas Compressors
542,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment
543,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3565,Packaging Machinery
544,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3566,"Speed Changers, Industrial High-Speed Drives, and Gears"
545,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3567,Industrial Process Furnaces and Ovens
546,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified"
547,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3569,"General Industrial Machinery and Equipment, Not Elsewhere"
548,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3570,COMPUTER & OFFICE EQUIPMENT
549,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3571,Electronic Computers
550,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3572,Computer Storage Devices
551,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3575,Computer Terminals
552,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3576,COMPUTER COMMUNICATIONS EQUIPMENT
553,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
554,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3578,"Calculating and Accounting Machines, Except Electronic Computers"
555,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3579,"Office Machines, Not Elsewhere Classified"
556,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3580,REFRIGERATION & SERVICE INDUSTRY MACHINERY
557,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3581,Automatic Vending Machines
558,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3582,"Commercial Laundry, Drycleaning, and Pressing Machines"
559,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment
560,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3586,Measuring and Dispensing Pumps
561,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3589,"Service Industry Machinery, Not Elsewhere Classified"
562,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3590,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT
563,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3592,"Carburetors, Pistons, Piston Rings, and Valves"
564,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3593,Fluid Power Cylinders and Actuators
565,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3594,Fluid Power Pumps and Motors
566,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3596,"Scales and Balances, Except Laboratory"
567,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified"
568,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3600,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
569,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3612,"Power, Distribution, and Specialty Transformers"
570,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3613,Switchgear and Switchboard Apparatus
571,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3620,ELECTRICAL INDUSTRIAL APPARATUS
572,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3621,Motors and Generators
573,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3624,Carbon and Graphite Products
574,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3625,Relays and Industrial Controls
575,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3629,"Electrical Industrial Apparatus, Not Elsewhere Classified"
576,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3630,HOUSEHOLD APPLIANCES
577,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3631,Household Cooking Equipment
578,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3632,Household Refrigerators and Home and Farm Freezers
579,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3633,Household Laundry Equipment
580,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3634,Electric Housewares and Fans
581,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3635,Household Vacuum Cleaners
582,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3639,"Household Appliances, Not Elsewhere Classified"
583,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3640,ELECTRIC LIGHTING & WIRING EQUIPMENT
584,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3641,Electric Lamp Bulbs and Tubes
585,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3643,Current-Carrying Wiring Devices
586,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3644,Noncurrent-Carrying Wiring Devices
587,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3645,Residential Electric Lighting Fixtures
588,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3646,"Commercial, Industrial, and Institutional Electric Lighting Fixtures"
589,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3647,Vehicular Lighting Equipment
590,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3648,"Lighting Equipment, Not Elsewhere Classified"
591,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3651,Household Audio and Video Equipment
592,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3652,Phonograph Records and Prerecorded Audio Tapes and Disks
593,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3661,Telephone and Telegraph Apparatus
594,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3663,Radio and Television Broadcasting and Communications Equipment
595,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3669,"Communications Equipment, Not Elsewhere Classified"
596,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3670,ELECTRONIC COMPONENTS & ACCESSORIES
597,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3671,Electron Tubes
598,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3672,Printed Circuit Boards
599,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3674,Semiconductors and Related Devices
600,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3675,Electronic Capacitors
601,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3676,Electronic Resistors
602,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3677,"Electronic Coils, Transformers, and Other Inductors"
603,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3678,Electronic Connectors
604,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3679,"Electronic Components, Not Elsewhere Classified"
605,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
606,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3691,Storage Batteries
607,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3692,"Primary Batteries, Dry and Wet"
608,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3694,Electrical Equipment for Internal Combustion Engines
609,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3695,Magnetic And Optical Recording Media
610,D,Manufacturing,36,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",3699,"Electrical Machinery, Equipment, and Supplies, Not Elsewhere"
611,D,Manufacturing,37,Transportation Equipment,3711,Motor Vehicles and Passenger Car Bodies
612,D,Manufacturing,37,Transportation Equipment,3713,Truck and Bus Bodies
613,D,Manufacturing,37,Transportation Equipment,3714,Motor Vehicle Parts and Accessories
614,D,Manufacturing,37,Transportation Equipment,3715,Truck Trailers
615,D,Manufacturing,37,Transportation Equipment,3716,Motor Homes
616,D,Manufacturing,37,Transportation Equipment,3720,AIRCRAFT & PARTS
617,D,Manufacturing,37,Transportation Equipment,3721,Aircraft
618,D,Manufacturing,37,Transportation Equipment,3724,Aircraft Engines and Engine Parts
619,D,Manufacturing,37,Transportation Equipment,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
620,D,Manufacturing,37,Transportation Equipment,3730,SHIP & BOAT BUILDING & REPAIRING
621,D,Manufacturing,37,Transportation Equipment,3731,Ship Building and Repairing
622,D,Manufacturing,37,Transportation Equipment,3732,Boat Building and Repairing
623,D,Manufacturing,37,Transportation Equipment,3743,Railroad Equipment
624,D,Manufacturing,37,Transportation Equipment,3751,"Motorcycles, Bicycles, and Parts"
625,D,Manufacturing,37,Transportation Equipment,3760,GUIDED MISSILES & SPACE VEHICLES & PARTS
626,D,Manufacturing,37,Transportation Equipment,3761,Guided Missiles and Space Vehicles
627,D,Manufacturing,37,Transportation Equipment,3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts
628,D,Manufacturing,37,Transportation Equipment,3769,"Guided Missile Space Vehicle Parts and Auxiliary Equipment, Not Elsewhere Classified"
629,D,Manufacturing,37,Transportation Equipment,3790,MISCELLANEOUS TRANSPORTATION EQUIPMENT
630,D,Manufacturing,37,Transportation Equipment,3792,Travel Trailers and Campers
631,D,Manufacturing,37,Transportation Equipment,3795,Tanks and Tank Components
632,D,Manufacturing,37,Transportation Equipment,3799,"Transportation Equipment, Not Elsewhere Classified"
633,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments"
634,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3821,Laboratory Apparatus and Furniture
635,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3822,Automatic Controls for Regulating Residential and Commercial Environments and Appliances
636,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products"
637,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3824,Totalizing Fluid Meters and Counting Devices
638,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3825,Instruments for Measuring and Testing of Electricity and Electrical Signals
639,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3826,Laboratory Analytical Instruments
640,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3827,Optical Instruments and Lenses
641,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
642,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3841,Surgical and Medical Instruments and Apparatus
643,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
644,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3843,Dental Equipment and Supplies
645,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus
646,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3845,Electromedical and Electrotherapeutic Apparatus
647,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3851,Ophthalmic Goods
648,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3861,Photographic Equipment and Supplies
649,D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3873,"Watches, Clocks, Clockwork Operated Devices, and Parts"
650,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3910,"JEWELRY, SILVERWARE & PLATED WARE"
651,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3911,"Jewelry, Precious Metal"
652,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3914,"Silverware, Plated Ware, and Stainless Steel Ware"
653,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3915,"Jewelers' Findings and Materials, and Lapidary Work"
654,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3931,Musical Instruments
655,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3942,Dolls and Stuffed Toys
656,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles"
657,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
658,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3950,"PENS, PENCILS & OTHER ARTISTS' MATERIALS"
659,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3951,"Pens, Mechanical Pencils, and Parts"
660,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3952,"Lead Pencils, Crayons, and Artists' Materials"
661,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3953,Marking Devices
662,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3955,Carbon Paper and Inked Ribbons
663,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3960,COSTUME JEWELRY & NOVELTIES
664,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3961,"Costume Jewelry and Costume Novelties, Except Precious Metal"
665,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3965,"Fasteners, Buttons, Needles, and Pins"
666,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3990,MISCELLANEOUS MANUFACTURING INDUSTRIES
667,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3991,Brooms and Brushes
668,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3993,Signs and Advertising Specialties
669,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3995,Burial Caskets
670,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3996,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, Not Elsewhere Classified"
671,D,Manufacturing,39,Miscellaneous Manufacturing Industries,3999,"Manufacturing Industries, Not Elsewhere Classified"
672,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",40,Railroad Transportation,4011,"Railroads, Line-Haul Operating"
673,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",40,Railroad Transportation,4013,Railroad Switching and Terminal Establishments
674,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4100,LOCAL & SUBURBAN TRANSIT & INTERURBAN HWY PASSENGER TRANS
675,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4111,Local and Suburban Transit
676,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4119,"Local Passenger Transportation, Not Elsewhere Classified"
677,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4121,Taxicabs
678,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4131,Intercity and Rural Bus Transportation
679,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4141,Local Bus Charter Service
680,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4142,"Bus Charter Service, Except Local"
681,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4151,School Buses
682,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4173,Terminal and Service Facilities for Motor Vehicle Passenger Transportation
683,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4210,TRUCKING & COURIER SERVICES (NO AIR)
684,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4212,Local Trucking Without Storage
685,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4213,"Trucking, Except Local"
686,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4214,Local Trucking With Storage
687,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4215,"Courier Services, Except by Air"
688,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4220,PUBLIC WAREHOUSING & STORAGE
689,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4221,Farm Product Warehousing and Storage
690,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4222,Refrigerated Warehousing and Storage
691,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4225,General Warehousing and Storage
692,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4226,"Special Warehousing and Storage, Not Elsewhere Classified"
693,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation
694,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",43,United States Postal Service,4311,United States Postal Service
695,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4400,WATER TRANSPORTATION
696,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4412,Deep Sea Foreign Transportation of Freight
697,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4424,Deep Sea Domestic Transportation of Freight
698,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4432,Freight Transportation on the Great Lakes-St. Lawrence Seaway
699,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4449,"Water Transportation of Freight, Not Elsewhere Classified"
700,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4481,"Deep Sea Transportation of Passengers, Except by Ferry"
701,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4482,Ferries
702,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4489,"Water Transportation of Passengers, Not Elsewhere Classified"
703,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4491,Marine Cargo Handling
704,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4492,Towing and Tugboat Services
705,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4493,Marinas
706,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4499,"Water Transportation Services, Not Elsewhere Classified"
707,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4512,"Air Transportation, Scheduled"
708,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4513,Air Courier Services
709,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4522,"Air Transportation, Nonscheduled"
710,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4581,"Airports, Flying Fields, and Airport Terminal Services"
711,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4610,PIPE LINES (NO NATURAL GAS)
712,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4612,Crude Petroleum Pipelines
713,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4613,Refined Petroleum Pipelines
714,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4619,"Pipelines, Not Elsewhere Classified"
715,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4700,TRANSPORTATION SERVICES
716,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4724,Travel Agencies
717,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4725,Tour Operators
718,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4729,"Arrangement of Passenger Transportation, Not Elsewhere Classified"
719,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4731,Arrangement of Transportation of Freight and Cargo
720,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4741,Rental of Railroad Cars
721,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4783,Packing and Crating
722,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4785,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation
723,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4789,"Transportation Services, Not Elsewhere Classified"
724,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4812,Radiotelephone Communications
725,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4813,"Telephone Communications, Except Radiotelephone"
726,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4822,Telegraph and Other Message Communications
727,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4832,Radio Broadcasting Stations
728,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4833,Television Broadcasting Stations
729,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4841,Cable and Other Pay Television Services
730,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4899,"Communications Services, Not Elsewhere Classified"
731,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4900,"ELECTRIC, GAS & SANITARY SERVICES"
732,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4911,Electric Services
733,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4922,Natural Gas Transmission
734,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4923,Natural Gas Transmission and Distribution
735,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4924,Natural Gas Distribution
736,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4925,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or"
737,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4931,Electric and Other Services Combined
738,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4932,Gas and Other Services Combined
739,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4939,"Combination Utilities, Not Elsewhere Classified"
740,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4941,Water Supply
741,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4950,SANITARY SERVICES
742,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4952,Sewerage Systems
743,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4953,Refuse Systems
744,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4955,HAZARDOUS WASTE MANAGEMENT
745,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4959,"Sanitary Services, Not Elsewhere Classified"
746,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4961,Steam and Air-Conditioning Supply
747,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4971,Irrigation Systems
748,E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4991,COGENERATION SERVICES & SMALL POWER PRODUCERS
749,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5000,WHOLESALE-DURABLE GOODS
750,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5010,WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES
751,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5012,Automobiles and Other Motor Vehicles
752,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5013,Motor Vehicle Supplies and New Parts
753,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5014,Tires and Tubes
754,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5015,"Motor Vehicle Parts, Used"
755,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5020,WHOLESALE-FURNITURE & HOME FURNISHINGS
756,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5021,Furniture
757,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5023,Home furnishings
758,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5030,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS
759,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5031,"Lumber, Plywood, Millwork, and Wood Panels"
760,F,Wholesale Trade,50,Wholesale Trade-durable Goods,5032,"Brick, Stone, and Related Construction Materials"
