,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,170340000.0,160204000.0,156126000.0,226451000.0
Total Liab,1193222000.0,1132068000.0,1159946000.0,1043122000.0
Total Stockholder Equity,3419898000.0,3402378000.0,3191917000.0,3326288000.0
Total Assets,4613120000.0,4534446000.0,4351863000.0,4369410000.0
Common Stock,11501000.0,11581000.0,11596000.0,11706000.0
Retained Earnings,3238057000.0,3230593000.0,3024195000.0,3088131000.0
Other Liab,558988000.0,550111000.0,546149000.0,476761000.0
Other Assets,224154000.0,224604000.0,220930000.0,107640000.0
Cash,339761000.0,484204000.0,351900000.0,401430000.0
Total Current Liabilities,534291000.0,482018000.0,513862000.0,373130000.0
Property Plant Equipment,3110114000.0,2998727000.0,2907672000.0,3018431000.0
Total Current Assets,1278852000.0,1311115000.0,1223261000.0,1243339000.0
Net Tangible Assets,3419898000.0,3402378000.0,3191917000.0,3326288000.0
Short Term Investments,224899000.0,165254000.0,310193000.0,330274000.0
Net Receivables,654049000.0,600056000.0,505678000.0,454222000.0
Long Term Debt,99943000.0,99939000.0,99935000.0,99931000.0
Accounts Payable,135044000.0,90956000.0,88452000.0,68511000.0
Other Current Liab,,,74944000.0,8711000.0
