,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-59736000.0,144882000.0,20225000.0,-124871000.0
Change To Liabilities,0.0,0.0,0.0,-1743000.0
Total Cashflows From Investing Activities,-235692000.0,-2418000.0,-23072000.0,-183214000.0
Total Cash From Financing Activities,-273075000.0,-63261000.0,-336766000.0,-82318000.0
Change To Operating Activities,-3350000.0,-144870000.0,40231000.0,58088000.0
Net Income,286634000.0,269576000.0,199359000.0,189832000.0
Change In Cash,-144443000.0,132304000.0,-49530000.0,-18966000.0
Repurchase Of Stock,-256250000.0,-40000000.0,-240215000.0,-57266000.0
Total Cash From Operating Activities,364324000.0,197983000.0,310308000.0,246566000.0
Depreciation,65164000.0,63951000.0,63991000.0,65110000.0
Other Cashflows From Investing Activities,-500000.0,-500000.0,-500000.0,-500000.0
Dividends Paid,-22979000.0,-23176000.0,-23232000.0,-17552000.0
Other Cashflows From Financing Activities,6154000.0,-85000.0,-73319000.0,37500000.0
Change To Netincome,15876000.0,9326000.0,6727000.0,-24426000.0
Capital Expenditures,-178579000.0,-155156000.0,-50953000.0,-58622000.0
Net Borrowings,,,,-45000000.0
Change To Account Receivables,,,,-49045000.0
