,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-790000000.0,-169000000.0,-624000000.0,-821000000.0
Net Borrowings,2636000000.0,-299000000.0,202000000.0,54000000.0
Total Cash From Financing Activities,2377000000.0,-550000000.0,-134000000.0,-191000000.0
Change To Operating Activities,-528000000.0,-536000000.0,-74000000.0,56000000.0
Net Income,-1564000000.0,-177000000.0,648000000.0,431000000.0
Change In Cash,1716000000.0,-697000000.0,269000000.0,-427000000.0
Total Cash From Operating Activities,129000000.0,22000000.0,1027000000.0,585000000.0
Depreciation,332000000.0,367000000.0,390000000.0,369000000.0
Other Cashflows From Investing Activities,2000000.0,-42000000.0,21000000.0,26000000.0
Dividends Paid,-257000000.0,-258000000.0,-258000000.0,-248000000.0
Other Cashflows From Financing Activities,-2000000.0,7000000.0,-78000000.0,3000000.0
Change To Netincome,2022000000.0,304000000.0,41000000.0,-206000000.0
Capital Expenditures,-743000000.0,-670000000.0,-633000000.0,-831000000.0
