,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,133000000.0,122000000.0,163000000.0,158000000.0
Total Liab,35357000000.0,33414000000.0,33929000000.0,34066000000.0
Total Stockholder Equity,14069000000.0,15878000000.0,16277000000.0,15984000000.0
Deferred Long Term Liab,3983000000.0,3945000000.0,3832000000.0,3872000000.0
Other Current Liab,1365000000.0,1336000000.0,1295000000.0,1283000000.0
Total Assets,49426000000.0,49292000000.0,50206000000.0,50050000000.0
Common Stock,5039000000.0,5026000000.0,5013000000.0,5031000000.0
Other Current Assets,2530000000.0,398000000.0,308000000.0,456000000.0
Retained Earnings,10452000000.0,12273000000.0,12708000000.0,12318000000.0
Other Liab,12631000000.0,13368000000.0,13793000000.0,13796000000.0
Treasury Stock,-1422000000.0,-1421000000.0,-1444000000.0,-1365000000.0
Other Assets,8115000000.0,8118000000.0,7895000000.0,7979000000.0
Cash,1811000000.0,107000000.0,803000000.0,543000000.0
Total Current Liabilities,8105000000.0,4492000000.0,4546000000.0,5522000000.0
Short Long Term Debt,1650000000.0,345000000.0,1429000000.0,1684000000.0
Other Stockholder Equity,-524000000.0,-522000000.0,-542000000.0,-504000000.0
Property Plant Equipment,33785000000.0,37258000000.0,38041000000.0,37847000000.0
Total Current Assets,6815000000.0,3201000000.0,3595000000.0,3630000000.0
Long Term Investments,578000000.0,593000000.0,512000000.0,436000000.0
Net Tangible Assets,13936000000.0,15756000000.0,16114000000.0,15826000000.0
Net Receivables,1616000000.0,1624000000.0,1670000000.0,1702000000.0
Long Term Debt,14425000000.0,15350000000.0,15346000000.0,14496000000.0
Inventory,719000000.0,819000000.0,738000000.0,878000000.0
Accounts Payable,1168000000.0,1146000000.0,984000000.0,1332000000.0
