,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,3273000.0,-49102000.0,-11304000.0,-24592000.0
Total Cashflows From Investing Activities,854672000.0,1224289000.0,489929000.0,590464000.0
Net Borrowings,283247000.0,-882204000.0,-182571000.0,823581000.0
Total Cash From Financing Activities,-669483000.0,-2100284000.0,-923463000.0,501490000.0
Change To Operating Activities,20628000.0,-27232000.0,164639000.0,-14170000.0
Net Income,236869000.0,56256000.0,52220000.0,264287000.0
Change In Cash,209700000.0,-957502000.0,-240570000.0,1033024000.0
Repurchase Of Stock,-953557000.0,-1218619000.0,-738411000.0,-308836000.0
Total Cash From Operating Activities,24511000.0,-81507000.0,192964000.0,-58930000.0
Depreciation,68130000.0,66874000.0,63762000.0,14186000.0
Other Cashflows From Investing Activities,895792000.0,1245771000.0,518546000.0,518546000.0
Other Cashflows From Financing Activities,827000.0,539000.0,-2481000.0,-13255000.0
Change To Netincome,-304389000.0,-128303000.0,-76353000.0,-298641000.0
Capital Expenditures,-41120000.0,-21482000.0,-28617000.0,-1776000.0
