,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-7000000.0,-7000000.0,-6000000.0,-6000000.0
Change To Liabilities,93000000.0,93000000.0,410500000.0,410500000.0
Total Cashflows From Investing Activities,-328000000.0,-328000000.0,-278000000.0,-278000000.0
Net Borrowings,-439000000.0,-439000000.0,33500000.0,33500000.0
Total Cash From Financing Activities,-646000000.0,-646000000.0,-180000000.0,-180000000.0
Change To Operating Activities,11000000.0,11000000.0,19000000.0,19000000.0
Net Income,515000000.0,515000000.0,383000000.0,383000000.0
Change In Cash,-467500000.0,-467500000.0,969000000.0,969000000.0
Effect Of Exchange Rate,4500000.0,4500000.0,-11000000.0,-11000000.0
Total Cash From Operating Activities,502000000.0,502000000.0,1438000000.0,1438000000.0
Depreciation,448500000.0,448500000.0,456500000.0,456500000.0
Dividends Paid,-205000000.0,-205000000.0,-178500000.0,-178500000.0
Change To Inventory,-314500000.0,-314500000.0,124000000.0,124000000.0
Change To Account Receivables,-206000000.0,-206000000.0,-85000000.0,-85000000.0
Other Cashflows From Financing Activities,-2000000.0,-2000000.0,-22500000.0,-22500000.0
Change To Netincome,-45000000.0,-45000000.0,130000000.0,130000000.0
Capital Expenditures,-327000000.0,-327000000.0,-213000000.0,-213000000.0
Issuance Of Stock,,,27000000.0,27000000.0
Repurchase Of Stock,,,-39500000.0,-39500000.0
Other Cashflows From Investing Activities,,,42500000.0,42500000.0
