,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Change To Liabilities,-16000000.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-66000000.0,-107600000.0,-141000000.0,-135700000.0
Net Borrowings,-138400000.0,-117500000.0,-74900000.0,21000000.0
Total Cash From Financing Activities,-123800000.0,-108600000.0,-65400000.0,-13600000.0
Change To Operating Activities,22400000.0,-20200000.0,-11500000.0,-49900000.0
Issuance Of Stock,29400000.0,7600000.0,1300000.0,1200000.0
Net Income,110300000.0,615800000.0,117500000.0,2101100000.0
Change In Cash,-16400000.0,6600000.0,-13300000.0,2900000.0
Effect Of Exchange Rate,-1100000.0,-1000000.0,500000.0,4500000.0
Total Cash From Operating Activities,174500000.0,223800000.0,192600000.0,147700000.0
Depreciation,77400000.0,78900000.0,77500000.0,75500000.0
Dividends Paid,-1500000.0,-1500000.0,-1500000.0,-1500000.0
Change To Inventory,-9200000.0,-9200000.0,-9200000.0,-9200000.0
Change To Account Receivables,-75500000.0,-75500000.0,-75500000.0,-75500000.0
Other Cashflows From Financing Activities,-13300000.0,1300000.0,9700000.0,-11000000.0
Change To Netincome,55100000.0,-450700000.0,9100000.0,-1979000000.0
Capital Expenditures,-65000000.0,-43600000.0,-49900000.0,-55900000.0
Repurchase Of Stock,,,,-24800000.0
