,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,3652346000,1445328000,20765000,16612000,758969000,562637000
1,2021,2,3719717000,1395164000,20802000,16667000,781606000,576094000
2,2021,3,4000922000,1507666000,20680000,16604000,1085728000,757409000
3,2021,4,3762182000,1224689000,20466000,16440000,950501000,693783000
