,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-731000000.0,311000000.0,366000000.0,-63000000.0
Total Cashflows From Investing Activities,-287000000.0,-1226000000.0,-265000000.0,-176000000.0
Net Borrowings,-570000000.0,2862000000.0,-1457000000.0,-151000000.0
Total Cash From Financing Activities,-494000000.0,125000000.0,-1496000000.0,-1345000000.0
Change To Operating Activities,186000000.0,-54000000.0,-73000000.0,27000000.0
Issuance Of Stock,137000000.0,28000000.0,5000000.0,148000000.0
Net Income,1130000000.0,1136000000.0,1041000000.0,997000000.0
Change In Cash,-17000000.0,112000000.0,-88000000.0,-87000000.0
Repurchase Of Stock,-61000000.0,-61000000.0,-44000000.0,-279000000.0
Total Cash From Operating Activities,747000000.0,1212000000.0,1687000000.0,1431000000.0
Depreciation,190000000.0,202000000.0,174000000.0,214000000.0
Change To Inventory,-32000000.0,-5000000.0,-154000000.0,-220000000.0
Change To Account Receivables,-134000000.0,-6000000.0,6000000.0,258000000.0
Change To Netincome,138000000.0,-372000000.0,286000000.0,218000000.0
Capital Expenditures,-207000000.0,-255000000.0,-219000000.0,-192000000.0
Investments,,1000000.0,-25000000.0,39000000.0
Dividends Paid,,-2765000000.0,-2765000000.0,-1063000000.0
