,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,7749000.0,3232000.0,3596000.0,3959000.0
Capital Surplus,2167649000.0,1895938000.0,1497779000.0,1126631000.0
Total Liab,1423634000.0,1398811000.0,1488928000.0,1307957000.0
Total Stockholder Equity,18928000.0,35265000.0,-99386000.0,-268902000.0
Deferred Long Term Liab,124785000.0,120664000.0,115381000.0,115837000.0
Other Current Liab,515345000.0,503280000.0,615884000.0,619052000.0
Total Assets,1442562000.0,1434076000.0,1389542000.0,1039055000.0
Common Stock,51000.0,51000.0,51000.0,43000.0
Other Current Assets,51270000.0,48337000.0,45108000.0,43429000.0
Retained Earnings,-2148141000.0,-1862108000.0,-1598621000.0,-1398767000.0
Other Liab,21297000.0,17533000.0,28632000.0,104790000.0
Good Will,27092000.0,6709000.0,6709000.0,6709000.0
Treasury Stock,-631000.0,1384000.0,1405000.0,3191000.0
Other Assets,150992000.0,140719000.0,132223000.0,125297000.0
Cash,589946000.0,635149000.0,586536000.0,203891000.0
Total Current Liabilities,676183000.0,652375000.0,728948000.0,967547000.0
Deferred Long Term Asset Charges,3961000.0,205000.0,260000.0,92000.0
Other Stockholder Equity,-631000.0,1384000.0,1405000.0,3191000.0
Property Plant Equipment,305993000.0,306152000.0,309960000.0,311492000.0
Total Current Assets,950736000.0,977264000.0,937054000.0,591598000.0
Net Tangible Assets,-15913000.0,25324000.0,-109691000.0,-279570000.0
Net Receivables,273609000.0,255515000.0,269238000.0,305748000.0
Long Term Debt,504564000.0,502869000.0,501181000.0,
Accounts Payable,46823000.0,39517000.0,20416000.0,30452000.0
