,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-6559000.0,30919000.0,-350855000.0,-4025000.0
Change To Liabilities,21754000.0,-2691000.0,-23806000.0,21817000.0
Total Cashflows From Investing Activities,-187897000.0,42595000.0,-591582000.0,-251977000.0
Net Borrowings,71780000.0,-446409000.0,465020000.0,198939000.0
Total Cash From Financing Activities,-74957000.0,-311689000.0,451052000.0,79606000.0
Change To Operating Activities,5748000.0,-3401000.0,5692000.0,-19196000.0
Net Income,167948000.0,202998000.0,156056000.0,114633000.0
Change In Cash,-3046000.0,-65214000.0,47435000.0,18823000.0
Repurchase Of Stock,-211000.0,-211000.0,-211000.0,-54000.0
Total Cash From Operating Activities,259808000.0,203880000.0,187965000.0,191194000.0
Depreciation,59570000.0,58599000.0,55168000.0,56412000.0
Other Cashflows From Investing Activities,-16277000.0,55478000.0,-90739000.0,-125425000.0
Dividends Paid,-133777000.0,-132540000.0,-118065000.0,-116185000.0
Other Cashflows From Financing Activities,-12749000.0,-10714000.0,-9247000.0,-12520000.0
Change To Netincome,2205000.0,-53911000.0,-8746000.0,13885000.0
Capital Expenditures,-1380000.0,-697000.0,-3686000.0,-642000.0
Issuance Of Stock,,277974000.0,113344000.0,9426000.0
