,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,3288852000.0,3282255000.0,3000458000.0,2889592000.0
Total Liab,6102137000.0,6021963000.0,6459724000.0,5993282000.0
Total Stockholder Equity,2968088000.0,2921969000.0,2547779000.0,2389284000.0
Minority Interest,392867000.0,392680000.0,388345000.0,378538000.0
Other Current Liab,62704000.0,62089000.0,47126000.0,46527000.0
Total Assets,9463092000.0,9336612000.0,9395848000.0,8761104000.0
Common Stock,1337000.0,1336000.0,1314000.0,1291000.0
Other Current Assets,3743000.0,2465000.0,18885000.0,5771000.0
Retained Earnings,-250271000.0,-284442000.0,-354900000.0,-392891000.0
Other Liab,210498000.0,212221000.0,119470000.0,137099000.0
Treasury Stock,-71830000.0,-77180000.0,-99093000.0,-108708000.0
Other Assets,126331000.0,133267000.0,112846000.0,320643000.0
Cash,56006000.0,60330000.0,109124000.0,74803000.0
Total Current Liabilities,212795000.0,191133000.0,669987000.0,200365000.0
Other Stockholder Equity,-71830000.0,-77180000.0,-99093000.0,-108708000.0
Property Plant Equipment,8347003000.0,8183322000.0,8134849000.0,8012101000.0
Total Current Assets,328530000.0,306520000.0,421819000.0,80574000.0
Long Term Investments,661228000.0,713503000.0,697444000.0,347786000.0
Net Tangible Assets,2968088000.0,2921969000.0,2518889000.0,2389284000.0
Net Receivables,268781000.0,243725000.0,293810000.0,
Long Term Debt,5440433000.0,5375657000.0,5382628000.0,5388725000.0
Accounts Payable,150091000.0,129044000.0,130012000.0,153838000.0
Intangible Assets,,,28890000.0,
