,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-442671000.0,-442671000.0,-442671000.0,-442671000.0
Change To Liabilities,368096000.0,28159000.0,-3798000.0,1752000.0
Total Cashflows From Investing Activities,-629510000.0,84345000.0,-199668000.0,-548949000.0
Net Borrowings,252913000.0,-147270000.0,294990000.0,428105000.0
Total Cash From Financing Activities,243953000.0,-176129000.0,1488628000.0,447520000.0
Change To Operating Activities,55173000.0,3098000.0,-75876000.0,13382000.0
Issuance Of Stock,37470000.0,3102000.0,1325699000.0,21676000.0
Net Income,-306615000.0,-153208000.0,-247159000.0,-15281000.0
Change In Cash,-16819000.0,-114370000.0,1170212000.0,-149084000.0
Repurchase Of Stock,-39821000.0,-30728000.0,-127569000.0,-199000.0
Effect Of Exchange Rate,3588000.0,-2673000.0,4510000.0,4510000.0
Total Cash From Operating Activities,365150000.0,-19913000.0,-123258000.0,-47655000.0
Depreciation,29512000.0,34293000.0,21218000.0,15590000.0
Other Cashflows From Investing Activities,1827000.0,-30725000.0,113628000.0,-113628000.0
Change To Account Receivables,-12076000.0,-16473000.0,2619000.0,-19255000.0
Other Cashflows From Financing Activities,-6609000.0,-1233000.0,-4479000.0,-2170000.0
Change To Netincome,225829000.0,88877000.0,159548000.0,-33645000.0
Capital Expenditures,-16347000.0,-7838000.0,-5351000.0,-2894000.0
