,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,6819000000.0,6810000000.0,6814000000.0,6834000000.0
Total Liab,36752000000.0,34887000000.0,32132000000.0,31716000000.0
Total Stockholder Equity,17651000000.0,17801000000.0,18801000000.0,19223000000.0
Minority Interest,1053000000.0,926000000.0,841000000.0,793000000.0
Deferred Long Term Liab,5623000000.0,5644000000.0,1703000000.0,4347000000.0
Other Current Liab,228000000.0,244000000.0,168000000.0,103000000.0
Total Assets,55456000000.0,53614000000.0,51774000000.0,51732000000.0
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,572000000.0,396000000.0,,407000000.0
Retained Earnings,27610000000.0,27849000000.0,28953000000.0,29712000000.0
Other Liab,8902000000.0,8650000000.0,8010000000.0,8113000000.0
Treasury Stock,-16785000000.0,-16865000000.0,-16973000000.0,-17330000000.0
Other Assets,5623000000.0,5644000000.0,2857000000.0,4347000000.0
Cash,3572000000.0,2254000000.0,3313000000.0,4047000000.0
Total Current Liabilities,14214000000.0,12307000000.0,9283000000.0,8122000000.0
Short Long Term Debt,1044000000.0,734000000.0,603000000.0,556000000.0
Other Stockholder Equity,-1089000000.0,-1165000000.0,-1254000000.0,-1571000000.0
Property Plant Equipment,30461000000.0,30379000000.0,31593000000.0,31963000000.0
Total Current Assets,19372000000.0,17591000000.0,15844000000.0,15422000000.0
Net Tangible Assets,17651000000.0,17801000000.0,18293000000.0,19223000000.0
Net Receivables,8560000000.0,8618000000.0,6109000000.0,5194000000.0
Long Term Debt,13636000000.0,13930000000.0,12410000000.0,12411000000.0
Inventory,6103000000.0,5881000000.0,6038000000.0,5357000000.0
Accounts Payable,10168000000.0,9113000000.0,6082000000.0,5237000000.0
Intangible Assets,,,248000000.0,
Good Will,,,260000000.0,
Long Term Investments,,,972000000.0,
