,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,273000000.0,-12000000.0,-15000000.0,-10000000.0
Change To Liabilities,987000000.0,2992000000.0,825000000.0,553000000.0
Total Cashflows From Investing Activities,-256000000.0,-580000000.0,-573000000.0,-513000000.0
Net Borrowings,-26000000.0,-24000000.0,18000000.0,2530000000.0
Total Cash From Financing Activities,-427000000.0,-439000000.0,-393000000.0,2035000000.0
Change To Operating Activities,426000000.0,-16000000.0,83000000.0,742000000.0
Net Income,162000000.0,-704000000.0,-359000000.0,-464000000.0
Change In Cash,1318000000.0,-1059000000.0,-734000000.0,1728000000.0
Repurchase Of Stock,-1000000.0,-14000000.0,-9000000.0,-9000000.0
Effect Of Exchange Rate,-7000000.0,12000000.0,136000000.0,41000000.0
Total Cash From Operating Activities,2008000000.0,-52000000.0,96000000.0,165000000.0
Depreciation,588000000.0,578000000.0,577000000.0,584000000.0
Other Cashflows From Investing Activities,-174000000.0,-229000000.0,-52000000.0,-96000000.0
Dividends Paid,-401000000.0,-400000000.0,-400000000.0,-399000000.0
Change To Inventory,-222000000.0,175000000.0,-570000000.0,441000000.0
Change To Account Receivables,-123000000.0,-2946000000.0,-456000000.0,-1387000000.0
Other Cashflows From Financing Activities,1000000.0,-1000000.0,-2000000.0,-96000000.0
Change To Netincome,171000000.0,-157000000.0,31000000.0,-244000000.0
Capital Expenditures,-355000000.0,-339000000.0,-506000000.0,-407000000.0
