,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,7577305000.0,7294369000.0,6892046000.0,6488857000.0
Total Liab,976271000.0,1006705000.0,1208242000.0,1167954000.0
Total Stockholder Equity,2248056000.0,2068963000.0,1805943000.0,1522550000.0
Other Current Liab,440807000.0,452258000.0,436679000.0,399840000.0
Total Assets,3224327000.0,3075668000.0,3014185000.0,2690504000.0
Common Stock,1991000.0,1937000.0,1860000.0,1792000.0
Other Current Assets,41316000.0,36750000.0,37106000.0,37285000.0
Retained Earnings,-5329545000.0,-5227408000.0,-5088828000.0,-4965354000.0
Other Liab,75116000.0,107489000.0,120002000.0,136354000.0
Treasury Stock,-1695000.0,65000.0,865000.0,-2745000.0
Other Assets,163213000.0,179049000.0,183778000.0,186459000.0
Cash,2335068000.0,2341156000.0,2339437000.0,2011323000.0
Total Current Liabilities,681509000.0,682586000.0,667626000.0,603823000.0
Other Stockholder Equity,-1695000.0,65000.0,865000.0,-2745000.0
Property Plant Equipment,249624000.0,234067000.0,240709000.0,246616000.0
Total Current Assets,2811490000.0,2662552000.0,2589698000.0,2257429000.0
Net Tangible Assets,2248056000.0,2068963000.0,1805943000.0,1522550000.0
Short Term Investments,198977000.0,,,
Net Receivables,174405000.0,242998000.0,151400000.0,156932000.0
Accounts Payable,17654000.0,30914000.0,17234000.0,16358000.0
Long Term Debt,,,198185000.0,197977000.0
