,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,603477000000.0,609925000000.0,563974000000.0,616566000000.0
Capital Surplus,1125324000000.0,1125324000000.0,1135940000000.0,1135948000000.0
Total Liab,217554508000000.0,217424888000000.0,216224004000000.0,208892025000000.0
Total Stockholder Equity,9523923000000.0,9350344000000.0,9256410000000.0,8906097000000.0
Minority Interest,116959000000.0,113861000000.0,105797000000.0,103346000000.0
Other Current Liab,13549425000000.0,14444093000000.0,14718121000000.0,13908253000000.0
Total Assets,227195390000000.0,226889093000000.0,225586211000000.0,217901468000000.0
Common Stock,2256767000000.0,2256767000000.0,2256767000000.0,2256767000000.0
Other Current Assets,16495885000000.0,11411090000000.0,11977579000000.0,10611898000000.0
Retained Earnings,4712422000000.0,4577306000000.0,4421655000000.0,4304317000000.0
Other Liab,8497114000000.0,7556913000000.0,8530434000000.0,7424469000000.0
Treasury Stock,1429410000000.0,1390947000000.0,1442048000000.0,1209065000000.0
Other Assets,102319570000000.0,89002623000000.0,91033416000000.0,88887698000000.0
Cash,45735976000000.0,42323448000000.0,46981399000000.0,42999682000000.0
Total Current Liabilities,191048022000000.0,192109402000000.0,187811322000000.0,184476435000000.0
Deferred Long Term Asset Charges,27842000000.0,27243000000.0,31402000000.0,25680000000.0
Other Stockholder Equity,1437574000000.0,1398101000000.0,1449172000000.0,1216268000000.0
Property Plant Equipment,1118837000000.0,1127636000000.0,1135449000000.0,1110136000000.0
Total Current Assets,90801432000000.0,86868831000000.0,85891857000000.0,81891289000000.0
Long Term Investments,32352074000000.0,49280078000000.0,46905266000000.0,45395779000000.0
Net Tangible Assets,8920446000000.0,8740419000000.0,8636187000000.0,8289531000000.0
Short Term Investments,16932692000000.0,17887877000000.0,11623654000000.0,13600967000000.0
Net Receivables,1280173000000.0,,1000582000000.0,
Long Term Debt,18009372000000.0,17758573000000.0,17763494000000.0,16991121000000.0
Accounts Payable,148506730000000.0,149639466000000.0,150504978000000.0,145562019000000.0
Good Will,,,56249000000.0,
