,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-2500000.0,-2500000.0,-38000000.0,-38000000.0
Change To Liabilities,146500000.0,146500000.0,164000000.0,164000000.0
Total Cashflows From Investing Activities,-1830000000.0,-1830000000.0,-372500000.0,-372500000.0
Net Borrowings,823500000.0,823500000.0,-285000000.0,-285000000.0
Total Cash From Financing Activities,136000000.0,136000000.0,-424500000.0,-424500000.0
Change To Operating Activities,-3000000.0,-3000000.0,-154000000.0,-154000000.0
Net Income,419500000.0,419500000.0,675000000.0,675000000.0
Change In Cash,-860500000.0,-860500000.0,750000000.0,750000000.0
Repurchase Of Stock,-33500000.0,-33500000.0,-13500000.0,-13500000.0
Effect Of Exchange Rate,104500000.0,104500000.0,-96500000.0,-96500000.0
Total Cash From Operating Activities,728500000.0,728500000.0,1644000000.0,1644000000.0
Depreciation,561000000.0,561000000.0,578500000.0,578500000.0
Other Cashflows From Investing Activities,500000.0,500000.0,500000.0,500000.0
Dividends Paid,-614500000.0,-614500000.0,-8000000.0,-8000000.0
Change To Inventory,-121000000.0,-121000000.0,84500000.0,84500000.0
Change To Account Receivables,-462500000.0,-462500000.0,280500000.0,280500000.0
Other Cashflows From Financing Activities,-39500000.0,-39500000.0,-118000000.0,-118000000.0
Change To Netincome,188000000.0,188000000.0,15500000.0,15500000.0
Capital Expenditures,-259500000.0,-259500000.0,-336000000.0,-336000000.0
