,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,1532000000.0,1532000000.0,533000000.0,533000000.0
Capital Surplus,20367000000.0,20367000000.0,21597000000.0,21597000000.0
Total Liab,28337000000.0,28337000000.0,24600000000.0,24600000000.0
Total Stockholder Equity,26835000000.0,26835000000.0,26071000000.0,26071000000.0
Minority Interest,2745000000.0,2745000000.0,2553000000.0,2553000000.0
Other Current Liab,3156000000.0,3156000000.0,3042000000.0,3042000000.0
Total Assets,57917000000.0,57917000000.0,53224000000.0,53224000000.0
Common Stock,1232000000.0,1232000000.0,1232000000.0,1232000000.0
Other Current Assets,166000000.0,166000000.0,410000000.0,410000000.0
Other Liab,5262000000.0,5262000000.0,4712000000.0,4712000000.0
Good Will,14680000000.0,14680000000.0,12413000000.0,12413000000.0
Treasury Stock,5236000000.0,5236000000.0,3242000000.0,3242000000.0
Other Assets,1283000000.0,1283000000.0,1556000000.0,1556000000.0
Cash,3465000000.0,3465000000.0,5190000000.0,5190000000.0
Total Current Liabilities,9610000000.0,9610000000.0,8178000000.0,8178000000.0
Deferred Long Term Asset Charges,766000000.0,766000000.0,513000000.0,513000000.0
Short Long Term Debt,2148000000.0,2148000000.0,1205000000.0,1205000000.0
Other Stockholder Equity,5474000000.0,5474000000.0,3439000000.0,3439000000.0
Property Plant Equipment,24849000000.0,24849000000.0,24220000000.0,24220000000.0
Total Current Assets,11079000000.0,11079000000.0,10886000000.0,10886000000.0
Long Term Investments,4494000000.0,4494000000.0,3616000000.0,3616000000.0
Net Tangible Assets,10623000000.0,10623000000.0,13125000000.0,13125000000.0
Net Receivables,3837000000.0,3837000000.0,3110000000.0,3110000000.0
Long Term Debt,12349000000.0,12349000000.0,10657000000.0,10657000000.0
Inventory,2509000000.0,2509000000.0,1983000000.0,1983000000.0
Accounts Payable,3918000000.0,3918000000.0,3072000000.0,3072000000.0
Deferred Long Term Liab,,,86000000.0,86000000.0
Short Term Investments,,,4000000.0,4000000.0
