Date,Dividends
2010-05-24,0.213
2011-05-23,0.317
2012-05-21,0.13
2013-05-21,0.129
2014-05-19,0.313
2015-05-15,0.328
2016-05-20,0.404
2018-05-21,0.524
2019-05-20,0.506
2020-05-18,0.274
2021-05-24,0.609
2021-10-18,0.27
