,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,43000000.0,403000000.0,397000000.0,397000000.0
Change To Liabilities,349000000.0,299000000.0,68000000.0,141000000.0
Total Cashflows From Investing Activities,5598000000.0,328000000.0,258000000.0,-69000000.0
Net Borrowings,-2904000000.0,-780000000.0,-128000000.0,-573000000.0
Total Cash From Financing Activities,-3359000000.0,-1211000000.0,-504000000.0,-841000000.0
Change To Operating Activities,10000000.0,-79000000.0,32000000.0,55000000.0
Net Income,864000000.0,432000000.0,349000000.0,153000000.0
Change In Cash,2915000000.0,-81000000.0,192000000.0,-83000000.0
Repurchase Of Stock,-212000000.0,-58000000.0,-155000000.0,-155000000.0
Effect Of Exchange Rate,-14000000.0,27000000.0,-20000000.0,29000000.0
Total Cash From Operating Activities,645000000.0,766000000.0,512000000.0,789000000.0
Depreciation,308000000.0,309000000.0,306000000.0,315000000.0
Other Cashflows From Investing Activities,4849000000.0,-2000000.0,-2000000.0,-19000000.0
Dividends Paid,-199000000.0,-201000000.0,-202000000.0,-201000000.0
Change To Inventory,-243000000.0,17000000.0,93000000.0,-39000000.0
Change To Account Receivables,-26000000.0,-289000000.0,-269000000.0,-4000000.0
Other Cashflows From Financing Activities,-44000000.0,-172000000.0,-19000000.0,-67000000.0
Change To Netincome,-617000000.0,77000000.0,-67000000.0,168000000.0
Capital Expenditures,-126000000.0,-133000000.0,-89000000.0,-94000000.0
