,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-9000000.0,-3000000.0,-1000000.0,-3000000.0
Change To Liabilities,2635000000.0,248000000.0,5322000000.0,7052000000.0
Total Cashflows From Investing Activities,-21000000.0,-17000000.0,-21000000.0,-22000000.0
Net Borrowings,-397000000.0,213000000.0,94000000.0,-510000000.0
Total Cash From Financing Activities,-506000000.0,158000000.0,-1000000.0,-555000000.0
Change To Operating Activities,-1284000000.0,7945000000.0,1194000000.0,6158000000.0
Net Income,42000000.0,92000000.0,107000000.0,71000000.0
Change In Cash,646000000.0,1486000000.0,3636000000.0,4114000000.0
Effect Of Exchange Rate,-40000000.0,21000000.0,-76000000.0,95000000.0
Total Cash From Operating Activities,1213000000.0,1324000000.0,3734000000.0,4596000000.0
Depreciation,18000000.0,18000000.0,18000000.0,17000000.0
Other Cashflows From Investing Activities,1000000.0,3000000.0,1000000.0,1000000.0
Dividends Paid,-10000000.0,-9000000.0,-9000000.0,-9000000.0
Change To Account Receivables,-549000000.0,-7310000000.0,-3314000000.0,-8989000000.0
Other Cashflows From Financing Activities,-99000000.0,-45000000.0,-86000000.0,-36000000.0
Change To Netincome,351000000.0,331000000.0,407000000.0,287000000.0
Capital Expenditures,-13000000.0,-17000000.0,-21000000.0,-19000000.0
Issuance Of Stock,,26000000.0,26000000.0,26000000.0
Repurchase Of Stock,,-27000000.0,-27000000.0,-27000000.0
