,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2021,1,1407495000,1412528000,61000,0,170999000,246800000
1,2021,2,1377627000,1645991000,62000,0,181648000,245640000
2,2021,3,2281411000,1607687000,66000,0,198747000,275880000
3,2021,4,2351612000,1688707000,67000,0,226893000,308186000
