,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,123000000.0,-24000000.0,143000000.0,-407000000.0
Total Cashflows From Investing Activities,-1110000000.0,-1772000000.0,-1796000000.0,-2224000000.0
Net Borrowings,390000000.0,1802000000.0,-80000000.0,2108000000.0
Total Cash From Financing Activities,399000000.0,1801000000.0,229000000.0,2083000000.0
Change To Operating Activities,-775000000.0,-1261000000.0,-317000000.0,-648000000.0
Net Income,-1091000000.0,397000000.0,120000000.0,200000000.0
Change In Cash,113000000.0,78000000.0,-398000000.0,20000000.0
Total Cash From Operating Activities,823000000.0,32000000.0,1198000000.0,89000000.0
Depreciation,801000000.0,851000000.0,888000000.0,894000000.0
Other Cashflows From Investing Activities,-11000000.0,70000000.0,-18000000.0,-9000000.0
Change To Inventory,-4000000.0,-15000000.0,14000000.0,18000000.0
Change To Account Receivables,142000000.0,-411000000.0,111000000.0,-170000000.0
Other Cashflows From Financing Activities,9000000.0,-1000000.0,309000000.0,-25000000.0
Change To Netincome,1465000000.0,377000000.0,120000000.0,82000000.0
Capital Expenditures,-1848000000.0,-1842000000.0,-1778000000.0,-2215000000.0
