,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,24417700000,12218300000,3100000,49800000,2085300000,1751600000
1,2021,1,24026600000,11576800000,3100000,49800000,1847400000,1649300000
2,2021,2,24223200000,11639900000,3100000,50000000,2026900000,1885000000
3,2021,3,24008600000,11294400000,3100000,50100000,1924000000,1778400000
