,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1783074000000.0,1666918000000.0,1786430000000.0,795156000000.0
Minority Interest,694862000000.0,900062000000.0,895235000000.0,857783000000.0
Net Income,1298124000000.0,1204276000000.0,1270015000000.0,577228000000.0
Selling General Administrative,1607626000000.0,1591068000000.0,1655823000000.0,2123165000000.0
Gross Profit,3452391000000.0,3343290000000.0,3469893000000.0,3030603000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1787503000000.0,1673748000000.0,1746826000000.0,843668000000.0
Other Operating Expenses,57262000000.0,78474000000.0,67244000000.0,63770000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,477406000000.0,459495000000.0,501270000000.0,218509000000.0
Total Revenue,3452391000000.0,3343290000000.0,3469893000000.0,3030603000000.0
Total Operating Expenses,1664888000000.0,1669542000000.0,1723067000000.0,2186935000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-4429000000.0,-6830000000.0,39604000000.0,-48512000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1305668000000.0,1207423000000.0,1285160000000.0,576647000000.0
Net Income Applicable To Common Shares,1278026125000.0,1186496125000.0,1256453125000.0,567461625000.0
