,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,3244870000000.0,3275763000000.0,3308889000000.0,2582925000000.0
Capital Surplus,16941535000000.0,16723564000000.0,16723593000000.0,16723589000000.0
Total Liab,602832926000000.0,588022384000000.0,576873818000000.0,567310733000000.0
Total Stockholder Equity,46978752000000.0,44825329000000.0,43170135000000.0,42503676000000.0
Minority Interest,694862000000.0,900062000000.0,895235000000.0,857783000000.0
Other Current Liab,5142191000000.0,4367778000000.0,5441588000000.0,3229671000000.0
Total Assets,650506540000000.0,633747775000000.0,620939188000000.0,610672192000000.0
Common Stock,2090558000000.0,2090558000000.0,2090558000000.0,2090558000000.0
Other Current Assets,18197685000000.0,15887780000000.0,20537754000000.0,19053881000000.0
Retained Earnings,25063275000000.0,24075881000000.0,22903059000000.0,22517392000000.0
Other Liab,107141718000000.0,106507143000000.0,107108014000000.0,86200626000000.0
Treasury Stock,2883384000000.0,1935326000000.0,1452925000000.0,1172137000000.0
Other Assets,439602464000000.0,431840859000000.0,417642962000000.0,392321545000000.0
Cash,8665432000000.0,7436387000000.0,8195228000000.0,8685092000000.0
Total Current Liabilities,389284576000000.0,380426067000000.0,371954761000000.0,378149530000000.0
Deferred Long Term Asset Charges,110318000000.0,94387000000.0,80378000000.0,65058000000.0
Short Long Term Debt,12447514000000.0,15233536000000.0,14491544000000.0,16334365000000.0
Other Stockholder Equity,4019572000000.0,3071514000000.0,2589113000000.0,2308325000000.0
Property Plant Equipment,5276420000000.0,5257562000000.0,5389287000000.0,5438180000000.0
Total Current Assets,97110448000000.0,93565494000000.0,98036233000000.0,109981769000000.0
Long Term Investments,105272338000000.0,99808097000000.0,96561817000000.0,99584191000000.0
Net Tangible Assets,43733882000000.0,41549566000000.0,39861246000000.0,39157169000000.0
Short Term Investments,2644884000000.0,687772000000.0,3672771000000.0,3175080000000.0
Net Receivables,1499615000000.0,1574144000000.0,1864298000000.0,12332818000000.0
Long Term Debt,105974732000000.0,100729591000000.0,97417846000000.0,102616501000000.0
Accounts Payable,357283273000000.0,348403321000000.0,339270753000000.0,338580220000000.0
Good Will,,,,763582000000.0
