,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,72141000000,34023000000,7000000,220000000,5096000000,5175000000
1,2020,4,70904000000,31834000000,7000000,220000000,5252000000,5030000000
2,2021,1,47804000000,20099000000,5000000,161000000,3976000000,-1418000000
3,2021,2,45839000000,18375000000,5000000,158000000,4135000000,3657000000
