,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,181000000.0,2296000000.0,2318000000.0,2339000000.0
Total Liab,30856000000.0,37097000000.0,33985000000.0,32907000000.0
Total Stockholder Equity,8567000000.0,12378000000.0,12552000000.0,12425000000.0
Minority Interest,12000000.0,161000000.0,162000000.0,164000000.0
Deferred Long Term Liab,3974000000.0,4002000000.0,4070000000.0,4128000000.0
Other Current Liab,1222000000.0,1248000000.0,917000000.0,964000000.0
Total Assets,39435000000.0,49636000000.0,46699000000.0,45496000000.0
Common Stock,5366000000.0,5361000000.0,5344000000.0,5406000000.0
Other Current Assets,833000000.0,481000000.0,459000000.0,476000000.0
Retained Earnings,3317000000.0,7149000000.0,7342000000.0,7156000000.0
Other Liab,10422000000.0,11371000000.0,11292000000.0,11104000000.0
Good Will,1993000000.0,2466000000.0,2466000000.0,2466000000.0
Treasury Stock,-116000000.0,-132000000.0,-134000000.0,-137000000.0
Other Assets,7137000000.0,7143000000.0,7069000000.0,7008000000.0
Cash,54000000.0,3448000000.0,1568000000.0,514000000.0
Total Current Liabilities,3433000000.0,3737000000.0,2595000000.0,2691000000.0
Short Long Term Debt,317000000.0,1039000000.0,461000000.0,462000000.0
Other Stockholder Equity,-116000000.0,-132000000.0,-134000000.0,-137000000.0
Property Plant Equipment,26257000000.0,29278000000.0,28417000000.0,28121000000.0
Total Current Assets,3494000000.0,6402000000.0,4376000000.0,3498000000.0
Long Term Investments,373000000.0,2051000000.0,2053000000.0,2064000000.0
Net Tangible Assets,6393000000.0,7616000000.0,7768000000.0,7620000000.0
Net Receivables,1692000000.0,1707000000.0,1685000000.0,1792000000.0
Long Term Debt,16905000000.0,21870000000.0,19971000000.0,18977000000.0
Inventory,915000000.0,766000000.0,664000000.0,716000000.0
Accounts Payable,1365000000.0,1173000000.0,955000000.0,1029000000.0
