,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,1434000000.0,1460000000.0,1485000000.0,1510000000.0
Capital Surplus,8836000000.0,8808000000.0,8228000000.0,8198000000.0
Total Liab,43017000000.0,43830000000.0,40884000000.0,40640000000.0
Total Stockholder Equity,19033000000.0,18847000000.0,18494000000.0,18225000000.0
Minority Interest,249000000.0,218000000.0,217000000.0,216000000.0
Deferred Long Term Liab,6261000000.0,6477000000.0,4928000000.0,4731000000.0
Other Current Liab,1057000000.0,1136000000.0,1016000000.0,934000000.0
Total Assets,62299000000.0,62895000000.0,59595000000.0,59081000000.0
Common Stock,36000000.0,36000000.0,35000000.0,35000000.0
Other Current Assets,544000000.0,661000000.0,535000000.0,548000000.0
Retained Earnings,11332000000.0,11178000000.0,11391000000.0,11154000000.0
Other Liab,15049000000.0,15246000000.0,13611000000.0,13865000000.0
Good Will,446000000.0,446000000.0,446000000.0,446000000.0
Treasury Stock,-1171000000.0,-1175000000.0,-1160000000.0,-1162000000.0
Other Assets,6261000000.0,6942000000.0,4928000000.0,4731000000.0
Cash,76000000.0,1272000000.0,153000000.0,1144000000.0
Total Current Liabilities,6559000000.0,7354000000.0,7160000000.0,6705000000.0
Short Long Term Debt,1329000000.0,1991000000.0,1989000000.0,1986000000.0
Other Stockholder Equity,-133000000.0,-137000000.0,-122000000.0,-124000000.0
Property Plant Equipment,47906000000.0,47395000000.0,46408000000.0,45750000000.0
Total Current Assets,4587000000.0,5301000000.0,4204000000.0,4564000000.0
Long Term Investments,1665000000.0,1351000000.0,2124000000.0,2080000000.0
Net Tangible Assets,17153000000.0,16941000000.0,16563000000.0,16269000000.0
Net Receivables,2856000000.0,2741000000.0,2386000000.0,2245000000.0
Long Term Debt,20644000000.0,20464000000.0,19304000000.0,19257000000.0
Inventory,339000000.0,356000000.0,353000000.0,336000000.0
Accounts Payable,1208000000.0,1475000000.0,1279000000.0,1018000000.0
