,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-178000000.0,151000000.0,187000000.0,-12000000.0
Total Cashflows From Investing Activities,-1096000000.0,-1240000000.0,-1052000000.0,-964000000.0
Net Borrowings,-262000000.0,1236000000.0,70000000.0,201000000.0
Total Cash From Financing Activities,-472000000.0,1532000000.0,-167000000.0,-33000000.0
Change To Operating Activities,-407000000.0,112000000.0,-904000000.0,114000000.0
Issuance Of Stock,16000000.0,569000000.0,15000000.0,14000000.0
Net Income,419000000.0,43000000.0,493000000.0,190000000.0
Change In Cash,-1279000000.0,1122000000.0,-1031000000.0,-229000000.0
Total Cash From Operating Activities,289000000.0,830000000.0,188000000.0,768000000.0
Depreciation,497000000.0,492000000.0,482000000.0,476000000.0
Other Cashflows From Investing Activities,-82000000.0,-88000000.0,-69000000.0,-68000000.0
Dividends Paid,-253000000.0,-244000000.0,-244000000.0,-244000000.0
Change To Inventory,17000000.0,-3000000.0,-17000000.0,-10000000.0
Change To Account Receivables,-281000000.0,-221000000.0,-209000000.0,-26000000.0
Other Cashflows From Financing Activities,27000000.0,-29000000.0,-8000000.0,-4000000.0
Change To Netincome,242000000.0,195000000.0,125000000.0,14000000.0
Capital Expenditures,-1014000000.0,-1152000000.0,-983000000.0,-896000000.0
