,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,2,57666000000,50599000000,2000000,74000000,55679000000,55235000000
1,2020,3,61558000000,54203000000,2000000,66000000,60808000000,60231000000
2,2020,4,61845000000,60830000000,2000000,69000000,62599000000,68825000000
3,2021,1,65015000000,63569000000,2000000,67000000,59142000000,58476000000
