,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,73521000.0,61753000.0,53706000.0,51157000.0
Effect Of Accounting Charges,,,,
Income Before Tax,83799000.0,85754000.0,157728000.0,153307000.0
Minority Interest,,,,
Net Income,89930000.0,98254000.0,143766000.0,148538000.0
Selling General Administrative,196477000.0,219129000.0,203386000.0,253980000.0
Gross Profit,378769000.0,379931000.0,407729000.0,466575000.0
Ebit,108771000.0,99049000.0,150637000.0,161438000.0
Operating Income,108771000.0,99049000.0,150637000.0,161438000.0
Other Operating Expenses,,,,
Interest Expense,-2779000.0,-1882000.0,-1685000.0,-11417000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-6131000.0,-12500000.0,13962000.0,4769000.0
Total Revenue,532429000.0,528900000.0,550646000.0,617355000.0
Total Operating Expenses,423658000.0,429851000.0,400009000.0,455917000.0
Cost Of Revenue,153660000.0,148969000.0,142917000.0,150780000.0
Total Other Income Expense Net,-24972000.0,-13295000.0,7091000.0,-8131000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,89930000.0,98254000.0,143766000.0,148538000.0
Net Income Applicable To Common Shares,89930000.0,98254000.0,143766000.0,148538000.0
