,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,27000000.0,-9000000.0,-7000000.0,-23000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1188000000.0,-1133000000.0,-836000000.0,-1073000000.0
Net Borrowings,-2254000000.0,285000000.0,-986000000.0,1010000000.0
Total Cash From Financing Activities,-3269000000.0,-673000000.0,-1625000000.0,688000000.0
Change To Operating Activities,2077000000.0,-276000000.0,235000000.0,-407000000.0
Net Income,877000000.0,868000000.0,821000000.0,-168000000.0
Change In Cash,274000000.0,273000000.0,-123000000.0,396000000.0
Repurchase Of Stock,-704000000.0,-643000000.0,-318000000.0,-318000000.0
Effect Of Exchange Rate,13000000.0,-7000000.0,-7000000.0,-33000000.0
Total Cash From Operating Activities,4718000000.0,2086000000.0,2345000000.0,814000000.0
Depreciation,1462000000.0,1589000000.0,1564000000.0,1766000000.0
Other Cashflows From Investing Activities,-2000000.0,221000000.0,-34000000.0,-143000000.0
Dividends Paid,-309000000.0,-315000000.0,-319000000.0,-320000000.0
Other Cashflows From Financing Activities,-2000000.0,-3000000.0,-2000000.0,-2000000.0
Change To Netincome,302000000.0,-95000000.0,-275000000.0,-377000000.0
Capital Expenditures,-1221000000.0,-1347000000.0,-803000000.0,-967000000.0
Issuance Of Stock,,3000000.0,3000000.0,3000000.0
