,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,6964081000.0,7197319000.0,7266497000.0,7370350000.0
Total Liab,7287434000.0,7661791000.0,5717586000.0,5916124000.0
Total Stockholder Equity,9817669000.0,10096857000.0,9396772000.0,9280723000.0
Other Current Liab,696333000.0,766609000.0,811902000.0,883031000.0
Total Assets,18497774000.0,19151870000.0,15114358000.0,15196847000.0
Common Stock,10810130000.0,10843549000.0,10109449000.0,9989284000.0
Other Current Assets,2040555000.0,2232822000.0,243731000.0,273772000.0
Retained Earnings,-1317365000.0,-1318246000.0,-1236036000.0,-1212082000.0
Other Liab,621526000.0,724831000.0,714034000.0,778974000.0
Good Will,6198701000.0,6315550000.0,6246384000.0,6252636000.0
Treasury Stock,324904000.0,571554000.0,523359000.0,503521000.0
Other Assets,71918000.0,69668000.0,69852000.0,77730000.0
Cash,2479880000.0,2559596000.0,399006000.0,257730000.0
Total Current Liabilities,3161236000.0,3420877000.0,1467425000.0,1569767000.0
Deferred Long Term Asset Charges,30110000.0,27523000.0,27348000.0,29786000.0
Short Long Term Debt,1865627000.0,2028600000.0,28600000.0,28600000.0
Other Stockholder Equity,324904000.0,571554000.0,523359000.0,503521000.0
Property Plant Equipment,73828000.0,82770000.0,117617000.0,168623000.0
Total Current Assets,5189246000.0,5486563000.0,1414008000.0,1327508000.0
Net Tangible Assets,-3345113000.0,-3416012000.0,-4116109000.0,-4342263000.0
Net Receivables,610755000.0,628134000.0,706879000.0,737733000.0
Long Term Debt,3446229000.0,3447011000.0,3456476000.0,3463059000.0
Accounts Payable,94494000.0,86970000.0,94548000.0,82038000.0
Deferred Long Term Liab,,,,14102000.0
