,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,799491000000,755667000000,12129000000,0,2463000000,2484000000
1,2021,1,769776000000,727127000000,12919000000,0,2879000000,2167000000
2,2021,2,775858000000,731973000000,11776000000,0,3285000000,1968000000
3,2021,3,778278000000,736391000000,12468000000,0,3016000000,2274000000
