,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,134000000.0,273000000.0,-38000000.0,-87000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-464000000.0,-362000000.0,-639000000.0,-902000000.0
Net Borrowings,46000000.0,-3009000000.0,-304000000.0,2204000000.0
Total Cash From Financing Activities,2000000.0,852000000.0,-436000000.0,2067000000.0
Change To Operating Activities,-244000000.0,7000000.0,-219000000.0,-118000000.0
Net Income,111000000.0,98000000.0,334000000.0,166000000.0
Change In Cash,-319000000.0,916000000.0,-650000000.0,1361000000.0
Total Cash From Operating Activities,143000000.0,426000000.0,425000000.0,196000000.0
Depreciation,259000000.0,250000000.0,247000000.0,249000000.0
Other Cashflows From Investing Activities,34000000.0,9000000.0,14000000.0,11000000.0
Dividends Paid,-171000000.0,-136000000.0,-136000000.0,-137000000.0
Other Cashflows From Financing Activities,127000000.0,-1000000.0,6000000.0,6000000.0
Change To Netincome,-24000000.0,58000000.0,42000000.0,-25000000.0
Capital Expenditures,-633000000.0,-641000000.0,-623000000.0,-821000000.0
Issuance Of Stock,,3998000000.0,3998000000.0,3998000000.0
Repurchase Of Stock,,,-2000000.0,-2000000.0
