,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,85244162000.0,86824736000.0,88418242000.0,90039000000.0
Capital Surplus,171279116000.0,171276947000.0,171276947000.0,149790000000.0
Total Liab,114055913000.0,145100892000.0,109050456000.0,118907000000.0
Total Stockholder Equity,370344030000.0,361222414000.0,385766989000.0,376115000000.0
Minority Interest,11481873000.0,11436633000.0,11683751000.0,11158000000.0
Deferred Long Term Liab,971665000.0,944972000.0,961667000.0,1000000000.0
Other Current Liab,31746496000.0,65347787000.0,33627364000.0,32618000000.0
Total Assets,495881816000.0,517759939000.0,506501196000.0,506180000000.0
Common Stock,77574465000.0,77574465000.0,77574465000.0,77574000000.0
Other Current Assets,1848619000.0,2430419000.0,1459837000.0,1725000000.0
Retained Earnings,121973865000.0,112612107000.0,137068144000.0,147824000000.0
Other Liab,20483761000.0,19481424000.0,19476462000.0,19489000000.0
Good Will,246280000.0,246280000.0,246280000.0,246000000.0
Treasury Stock,-483416000.0,-241105000.0,-152567000.0,927000000.0
Other Assets,26614557000.0,26623320000.0,26845714000.0,27102000000.0
Cash,23577346000.0,32139010000.0,30043910000.0,30420000000.0
Total Current Liabilities,59047723000.0,92619385000.0,63570505000.0,73223000000.0
Deferred Long Term Asset Charges,3015458000.0,3066359000.0,3073603000.0,3133000000.0
Other Stockholder Equity,-483416000.0,-241105000.0,-152567000.0,927000000.0
Property Plant Equipment,295112700000.0,293388101000.0,290915850000.0,292425000000.0
Total Current Assets,76861122000.0,98868425000.0,88412793000.0,81803000000.0
Long Term Investments,11802995000.0,11809077000.0,11662317000.0,14565000000.0
Net Tangible Assets,284853588000.0,274151398000.0,297102467000.0,285830000000.0
Short Term Investments,3547964000.0,16681655000.0,10318964000.0,4596000000.0
Net Receivables,26788136000.0,27350257000.0,26672128000.0,28183000000.0
Long Term Debt,28575582000.0,26974488000.0,19981108000.0,19980000000.0
Inventory,16018703000.0,14800338000.0,14423187000.0,14565000000.0
Accounts Payable,13695667000.0,12943927000.0,9689794000.0,15591000000.0
Short Long Term Debt,,1600000000.0,1600000000.0,1600000000.0
