,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,13104572000.0,-6477112000.0,-3133179000.0,35739000.0
Change To Liabilities,873537000.0,3375473000.0,-6146588000.0,368048000.0
Total Cashflows From Investing Activities,5312727000.0,-16945775000.0,-7256373000.0,-9217577000.0
Net Borrowings,-928291000.0,1118788000.0,-3025514000.0,-5827549000.0
Total Cash From Financing Activities,-34156699000.0,1213151000.0,-2981398000.0,-5613191000.0
Change To Operating Activities,3145243000.0,-2972167000.0,-6174980000.0,5946995000.0
Net Income,9366784000.0,8947528000.0,8804944000.0,8224790000.0
Change In Cash,-8561664000.0,2095100000.0,-375745000.0,12716631000.0
Effect Of Exchange Rate,-1908000.0,8608000.0,-13279000.0,1531000.0
Total Cash From Operating Activities,20284216000.0,17819116000.0,9875305000.0,27545868000.0
Depreciation,9544793000.0,9469332000.0,9405118000.0,9314433000.0
Other Cashflows From Investing Activities,301195000.0,120194000.0,334749000.0,-53987000.0
Dividends Paid,-33403565000.0,-33403565000.0,-33403565000.0,-31000.0
Change To Inventory,-1609827000.0,828432000.0,27379000.0,2204872000.0
Change To Account Receivables,504235000.0,-578677000.0,1312927000.0,-250371000.0
Other Cashflows From Financing Activities,175157000.0,94363000.0,44116000.0,214389000.0
Change To Netincome,-1831381000.0,-1536153000.0,2367558000.0,1455594000.0
Capital Expenditures,-8035674000.0,-10552481000.0,-4443242000.0,-9538633000.0
