,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,0.0,0.0,0.0,89350000.0
Total Cashflows From Investing Activities,-88511000.0,-110719000.0,-40672000.0,-47154000.0
Net Borrowings,-50098000.0,-115528000.0,4832000.0,-317594000.0
Total Cash From Financing Activities,-270547000.0,-432183000.0,-115994000.0,-484557000.0
Change To Operating Activities,-64283000.0,129609000.0,6465000.0,-749520000.0
Net Income,228585000.0,196496000.0,217710000.0,171204000.0
Change In Cash,-68292000.0,-130599000.0,127822000.0,90043000.0
Repurchase Of Stock,-99521000.0,-184365000.0,-184365000.0,-496000.0
Effect Of Exchange Rate,-13000000.0,8815000.0,-16454000.0,42700000.0
Total Cash From Operating Activities,303766000.0,403488000.0,300942000.0,579054000.0
Depreciation,72121000.0,73960000.0,72296000.0,69758000.0
Dividends Paid,-117666000.0,-117584000.0,-114043000.0,-113983000.0
Other Cashflows From Financing Activities,-3262000.0,-14706000.0,-6783000.0,-52484000.0
Change To Netincome,67343000.0,3423000.0,4471000.0,-17714000.0
Capital Expenditures,-48213000.0,-41602000.0,-48391000.0,-48074000.0
Change To Inventory,,,,58462000.0
Change To Account Receivables,,,,957514000.0
