,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,570129000.0,576887000.0,345304000.0,410440000.0
Minority Interest,438086000.0,443666000.0,425413000.0,427334000.0
Net Income,435743000.0,442637000.0,266202000.0,313765000.0
Selling General Administrative,1025681000.0,957216000.0,828327000.0,876018000.0
Gross Profit,1539380000.0,1441854000.0,1219333000.0,1566071000.0
Ebit,391135000.0,365553000.0,268928000.0,566920000.0
Operating Income,391135000.0,365553000.0,268928000.0,566920000.0
Other Operating Expenses,,,,
Interest Expense,-11038000.0,-13772000.0,-10106000.0,-15958000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,133507000.0,133445000.0,76327000.0,95054000.0
Total Revenue,6798327000.0,6458613000.0,5938879000.0,6910501000.0
Total Operating Expenses,6407192000.0,6093060000.0,5669951000.0,6343581000.0
Cost Of Revenue,5258947000.0,5016759000.0,4719546000.0,5344430000.0
Total Other Income Expense Net,178994000.0,211334000.0,76376000.0,-156480000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,436622000.0,443442000.0,268977000.0,315386000.0
Net Income Applicable To Common Shares,435743000.0,442637000.0,266202000.0,313765000.0
